# Time-averaged data for fix aveE
# TimeStep v_varbias
5150000 0.003326
5160000 0.00263554
5170000 0.002639
5180000 0.00296818
5190000 0.00268863
5200000 0.00279448
5210000 0.00340355
5220000 0.00368741
5230000 0.00355207
5240000 0.00382329
5250000 0.00407277
5260000 0.004096
5270000 0.00374493
5280000 0.00348805
5290000 0.00304284
5300000 0.00325116
5310000 0.0041463
5320000 0.00484889
5330000 0.00501279
5340000 0.00509193
5350000 0.00511357
5360000 0.00500939
5370000 0.00497561
5380000 0.00487065
5390000 0.00473492
5400000 0.00476119
5410000 0.00452805
5420000 0.0044039
5430000 0.00457741
5440000 0.00483059
5450000 0.00458736
5460000 0.00454782
5470000 0.00446469
5480000 0.00428211
5490000 0.00404064
5500000 0.00392283
5510000 0.00387778
5520000 0.00354469
5530000 0.00312457
5540000 0.00314078
5550000 0.0030456
5560000 0.00269986
5570000 0.00289055
5580000 0.00304429
5590000 0.00305285
5600000 0.00272697
5610000 0.00253611
5620000 0.00230621
5630000 0.00284173
5640000 0.00328599
5650000 0.00339195
5660000 0.00314106
5670000 0.00303889
5680000 0.00310183
5690000 0.00331533
5700000 0.0034617
5710000 0.00363058
5720000 0.00403316
5730000 0.00440067
5740000 0.00417823
5750000 0.00412857
5760000 0.00373851
5770000 0.00374607
5780000 0.00369435
5790000 0.00352385
5800000 0.00367956
5810000 0.00369657
5820000 0.00373598
5830000 0.00379037
5840000 0.0038694
5850000 0.00358373
5860000 0.00368336
5870000 0.00342686
5880000 0.00382478
5890000 0.0040008
5900000 0.00431009
5910000 0.00457284
5920000 0.00492397
5930000 0.00482604
5940000 0.00462547
5950000 0.00492304
5960000 0.00480798
5970000 0.00493844
5980000 0.00456852
5990000 0.00452445
6000000 0.00459064
6010000 0.0042546
6020000 0.00440169
6030000 0.004088
6040000 0.00398878
6050000 0.00357568
6060000 0.00403253
6070000 0.00390262
6080000 0.00413415
6090000 0.0040981
6100000 0.00393639
6110000 0.00426749
6120000 0.00416872
6130000 0.00404816
6140000 0.00434385
