# Time-averaged data for fix aveIp
# TimeStep c_Ip
28410000 -0.000447364
28420000 -0.000430389
28430000 -0.000632599
28440000 -0.000535035
28450000 -0.000644199
28460000 -0.000474838
28470000 -0.000581014
28480000 -0.000522404
28490000 -0.000572496
28500000 -0.000770343
28510000 -0.000927417
28520000 -0.000868944
28530000 -0.000896516
28540000 -0.00121793
28550000 -0.00127199
28560000 -0.00165684
28570000 -0.00174633
28580000 -0.00201132
28590000 -0.00236409
28600000 -0.00271801
28610000 -0.00316808
28620000 -0.00355436
28630000 -0.00365536
28640000 -0.00409757
28650000 -0.00513899
28660000 -0.00591649
28670000 -0.0066667
28680000 -0.00702641
28690000 -0.00788559
28700000 -0.00866144
28710000 -0.00899475
28720000 -0.0101462
28730000 -0.0113399
28740000 -0.0120293
28750000 -0.0131038
28760000 -0.0144704
28770000 -0.0153574
28780000 -0.0165191
28790000 -0.0172031
28800000 -0.0186881
28810000 -0.0203508
28820000 -0.0221479
28830000 -0.0226345
28840000 -0.0245757
28850000 -0.0255481
28860000 -0.0275821
28870000 -0.0295939
28880000 -0.0317175
28890000 -0.0337195
28900000 -0.0345868
28910000 -0.036337
28920000 -0.0380517
28930000 -0.0394686
28940000 -0.0425401
28950000 -0.043578
28960000 -0.0467471
28970000 -0.0485122
28980000 -0.0496243
28990000 -0.0527118
29000000 -0.0547189
29010000 -0.0563907
29020000 -0.0588868
29030000 -0.061761
29040000 -0.0647637
29050000 -0.0672227
29060000 -0.0683931
29070000 -0.0712351
29080000 -0.0744731
29090000 -0.0759092
29100000 -0.0789187
29110000 -0.0810936
29120000 -0.0845043
29130000 -0.0859893
29140000 -0.0895776
29150000 -0.0917473
29160000 -0.0942391
29170000 -0.0971125
29180000 -0.0993178
29190000 -0.101974
29200000 -0.104756
29210000 -0.106714
29220000 -0.110258
29230000 -0.114468
29240000 -0.115616
29250000 -0.118537
29260000 -0.120531
29270000 -0.123501
29280000 -0.126598
29290000 -0.129531
29300000 -0.131457
29310000 -0.134054
29320000 -0.136793
29330000 -0.140473
29340000 -0.142246
29350000 -0.146102
29360000 -0.147965
29370000 -0.150259
29380000 -0.153572
29390000 -0.156453
29400000 -0.157419
29410000 -0.161828
29420000 -0.163354
29430000 -0.166489
29440000 -0.168617
29450000 -0.170866
29460000 -0.173403
29470000 -0.176234
29480000 -0.179084
29490000 -0.181668
29500000 -0.18265
29510000 -0.18486
29520000 -0.188845
29530000 -0.190957
29540000 -0.193761
29550000 -0.196122
29560000 -0.19882
29570000 -0.200286
29580000 -0.202437
29590000 -0.205174
29600000 -0.207532
29610000 -0.209414
29620000 -0.212086
29630000 -0.214451
29640000 -0.216074
29650000 -0.218152
29660000 -0.21993
29670000 -0.222757
29680000 -0.224722
29690000 -0.227397
29700000 -0.228993
29710000 -0.23098
29720000 -0.233561
29730000 -0.234551
29740000 -0.237122
29750000 -0.239961
29760000 -0.241642
29770000 -0.244122
29780000 -0.245296
29790000 -0.247167
29800000 -0.249196
29810000 -0.251003
29820000 -0.252474
29830000 -0.254931
29840000 -0.257159
29850000 -0.258577
29860000 -0.260878
29870000 -0.262444
29880000 -0.264192
29890000 -0.265609
29900000 -0.267323
29910000 -0.269669
29920000 -0.270787
29930000 -0.272489
29940000 -0.274878
29950000 -0.275726
29960000 -0.277591
29970000 -0.280083
29980000 -0.281014
29990000 -0.28267
30000000 -0.284689
30010000 -0.286198
30020000 -0.28751
30030000 -0.289623
30040000 -0.29142
30050000 -0.293298
30060000 -0.294364
30070000 -0.29567
30080000 -0.297157
30090000 -0.298621
30100000 -0.300738
30110000 -0.302053
30120000 -0.303156
30130000 -0.304501
30140000 -0.3062
30150000 -0.307849
30160000 -0.308949
30170000 -0.310519
30180000 -0.311769
30190000 -0.313611
30200000 -0.31432
30210000 -0.31544
30220000 -0.317136
30230000 -0.318756
30240000 -0.319707
30250000 -0.321675
30260000 -0.322259
30270000 -0.323875
30280000 -0.325109
30290000 -0.326095
30300000 -0.32727
30310000 -0.328756
30320000 -0.330319
30330000 -0.331738
30340000 -0.332528
30350000 -0.333432
30360000 -0.334596
30370000 -0.33599
30380000 -0.337489
30390000 -0.338326
30400000 -0.338776
30410000 -0.340366
30420000 -0.341429
30430000 -0.343138
30440000 -0.343829
30450000 -0.345051
30460000 -0.345938
30470000 -0.347204
30480000 -0.34808
30490000 -0.349018
30500000 -0.349766
30510000 -0.35079
30520000 -0.351868
30530000 -0.352499
30540000 -0.354382
30550000 -0.35518
30560000 -0.356313
30570000 -0.356503
30580000 -0.357513
30590000 -0.358603
30600000 -0.359591
30610000 -0.360993
30620000 -0.361432
30630000 -0.36245
30640000 -0.363446
30650000 -0.363969
30660000 -0.365182
30670000 -0.365958
30680000 -0.366635
30690000 -0.367459
30700000 -0.367984
30710000 -0.368622
30720000 -0.369479
30730000 -0.370137
30740000 -0.371255
30750000 -0.371616
30760000 -0.372551
30770000 -0.373737
30780000 -0.373728
30790000 -0.374174
30800000 -0.374845
30810000 -0.375399
30820000 -0.376403
30830000 -0.376979
30840000 -0.37758
30850000 -0.378576
30860000 -0.379072
30870000 -0.379436
30880000 -0.380563
30890000 -0.381104
30900000 -0.381262
30910000 -0.382185
30920000 -0.382269
30930000 -0.382702
30940000 -0.383069
30950000 -0.383554
30960000 -0.383764
30970000 -0.384895
30980000 -0.385299
30990000 -0.385744
31000000 -0.386104
31010000 -0.386543
31020000 -0.387074
31030000 -0.387522
31040000 -0.387751
31050000 -0.388675
31060000 -0.388903
31070000 -0.388971
31080000 -0.389453
31090000 -0.389998
31100000 -0.390063
31110000 -0.390646
31120000 -0.390946
31130000 -0.391308
31140000 -0.391495
31150000 -0.391164
31160000 -0.391529
31170000 -0.392431
31180000 -0.392723
31190000 -0.393083
31200000 -0.393016
31210000 -0.393425
31220000 -0.393549
31230000 -0.393399
31240000 -0.393564
31250000 -0.394006
31260000 -0.394754
31270000 -0.394305
31280000 -0.395083
31290000 -0.39491
31300000 -0.395151
31310000 -0.394833
31320000 -0.39502
31330000 -0.394751
31340000 -0.394962
31350000 -0.394969
31360000 -0.394851
31370000 -0.394962
31380000 -0.394621
31390000 -0.394793
31400000 -0.39491
31410000 -0.395392
31420000 -0.39549
31430000 -0.395335
31440000 -0.395544
31450000 -0.394653
31460000 -0.39418
31470000 -0.394559
31480000 -0.394238
31490000 -0.394356
31500000 -0.394353
31510000 -0.394396
31520000 -0.393889
31530000 -0.393445
31540000 -0.39369
31550000 -0.393758
31560000 -0.393391
31570000 -0.393279
31580000 -0.393179
31590000 -0.393127
31600000 -0.392797
31610000 -0.392785
31620000 -0.392591
31630000 -0.391913
31640000 -0.392434
31650000 -0.391797
31660000 -0.391193
31670000 -0.390471
31680000 -0.389912
31690000 -0.389376
31700000 -0.389294
31710000 -0.38859
31720000 -0.388899
31730000 -0.388471
31740000 -0.388188
31750000 -0.387782
31760000 -0.387552
31770000 -0.386803
31780000 -0.386466
31790000 -0.386546
31800000 -0.38617
31810000 -0.38548
31820000 -0.384908
31830000 -0.384579
31840000 -0.384268
31850000 -0.383758
31860000 -0.383298
31870000 -0.382773
31880000 -0.382275
31890000 -0.3822
31900000 -0.381389
31910000 -0.381159
31920000 -0.380887
31930000 -0.380208
31940000 -0.379783
31950000 -0.37915
31960000 -0.378331
31970000 -0.377745
31980000 -0.377538
31990000 -0.376402
32000000 -0.376394
32010000 -0.375102
32020000 -0.375285
32030000 -0.3745
32040000 -0.373884
32050000 -0.3727
32060000 -0.372562
32070000 -0.37219
32080000 -0.370973
32090000 -0.37069
32100000 -0.369537
32110000 -0.368287
32120000 -0.368046
32130000 -0.367218
32140000 -0.366779
32150000 -0.365807
32160000 -0.365106
32170000 -0.364241
32180000 -0.363277
32190000 -0.362265
32200000 -0.361346
32210000 -0.360734
32220000 -0.359922
32230000 -0.358911
32240000 -0.357742
32250000 -0.357232
32260000 -0.355909
32270000 -0.355003
32280000 -0.3547
32290000 -0.353139
32300000 -0.352261
32310000 -0.351848
32320000 -0.350126
32330000 -0.349774
32340000 -0.348176
32350000 -0.34756
32360000 -0.346532
32370000 -0.345229
32380000 -0.344456
32390000 -0.343485
32400000 -0.342448
32410000 -0.340979
32420000 -0.339955
32430000 -0.339121
32440000 -0.337794
32450000 -0.336446
32460000 -0.336014
32470000 -0.334952
32480000 -0.333958
32490000 -0.33212
32500000 -0.331268
32510000 -0.329531
32520000 -0.328179
32530000 -0.32732
32540000 -0.326383
32550000 -0.324791
32560000 -0.323879
32570000 -0.322442
32580000 -0.321242
32590000 -0.319361
32600000 -0.318231
32610000 -0.317497
32620000 -0.315688
32630000 -0.314255
32640000 -0.313411
32650000 -0.31181
32660000 -0.309977
32670000 -0.30967
32680000 -0.308048
32690000 -0.306416
32700000 -0.304927
32710000 -0.304002
32720000 -0.302216
32730000 -0.300557
32740000 -0.299017
32750000 -0.297878
32760000 -0.296563
32770000 -0.295171
32780000 -0.293355
32790000 -0.291657
32800000 -0.289735
32810000 -0.288687
32820000 -0.286793
32830000 -0.285071
32840000 -0.283225
32850000 -0.282027
32860000 -0.280242
32870000 -0.278894
32880000 -0.277392
32890000 -0.275251
32900000 -0.273986
32910000 -0.272187
32920000 -0.270162
32930000 -0.268442
32940000 -0.266555
32950000 -0.26459
32960000 -0.262926
32970000 -0.261306
32980000 -0.259603
32990000 -0.257507
33000000 -0.255795
33010000 -0.254395
33020000 -0.252325
33030000 -0.250329
33040000 -0.248568
33050000 -0.246277
33060000 -0.244542
33070000 -0.242245
33080000 -0.240445
33090000 -0.238537
33100000 -0.237286
33110000 -0.234943
33120000 -0.233122
33130000 -0.230775
33140000 -0.229104
33150000 -0.226717
33160000 -0.224512
33170000 -0.222747
33180000 -0.220086
33190000 -0.2179
33200000 -0.216746
33210000 -0.214338
33220000 -0.21124
33230000 -0.209849
33240000 -0.207235
33250000 -0.204836
33260000 -0.202519
33270000 -0.200397
33280000 -0.197983
33290000 -0.195985
33300000 -0.193088
33310000 -0.190272
33320000 -0.188179
33330000 -0.18587
33340000 -0.183528
33350000 -0.181508
33360000 -0.179328
33370000 -0.177084
33380000 -0.173498
33390000 -0.172199
33400000 -0.169805
33410000 -0.167111
33420000 -0.163986
33430000 -0.161502
33440000 -0.159378
33450000 -0.15668
33460000 -0.153978
33470000 -0.150922
33480000 -0.14916
33490000 -0.145794
33500000 -0.142815
33510000 -0.139772
33520000 -0.138323
33530000 -0.135166
33540000 -0.131891
33550000 -0.129665
33560000 -0.126483
33570000 -0.125762
33580000 -0.120482
33590000 -0.119325
33600000 -0.116942
33610000 -0.113729
33620000 -0.111885
33630000 -0.108767
33640000 -0.106139
33650000 -0.103803
33660000 -0.10037
33670000 -0.0982915
33680000 -0.0947241
33690000 -0.0922595
33700000 -0.0904638
33710000 -0.0877467
33720000 -0.0842606
33730000 -0.0822493
33740000 -0.0796914
33750000 -0.0774276
33760000 -0.0752148
33770000 -0.0719259
33780000 -0.0690206
33790000 -0.0678019
33800000 -0.0653436
33810000 -0.0622371
33820000 -0.0603194
33830000 -0.0583997
33840000 -0.0563508
33850000 -0.0529717
33860000 -0.0506788
33870000 -0.0487793
33880000 -0.0470024
33890000 -0.0439899
33900000 -0.0434497
33910000 -0.0412013
33920000 -0.038874
33930000 -0.0368929
33940000 -0.0347681
33950000 -0.0345622
33960000 -0.0323144
33970000 -0.0309468
33980000 -0.029423
33990000 -0.0271398
34000000 -0.0251662
34010000 -0.0239503
34020000 -0.0229799
34030000 -0.021642
34040000 -0.0196921
34050000 -0.0184499
34060000 -0.0175811
34070000 -0.0163655
34080000 -0.0159813
34090000 -0.0146855
34100000 -0.013343
34110000 -0.0127163
34120000 -0.0120116
34130000 -0.0110242
34140000 -0.00985583
34150000 -0.00891273
34160000 -0.00841858
34170000 -0.00794447
34180000 -0.00758191
34190000 -0.0068491
34200000 -0.00627942
34210000 -0.00589705
34220000 -0.00527787
34230000 -0.00504086
34240000 -0.00448108
34250000 -0.00407393
34260000 -0.00362366
34270000 -0.0033147
34280000 -0.00280831
34290000 -0.00259528
34300000 -0.00245673
34310000 -0.00225568
34320000 -0.00212616
34330000 -0.00173046
34340000 -0.0016242
34350000 -0.00171092
34360000 -0.00134382
34370000 -0.00130901
34380000 -0.00104029
34390000 -0.000875214
34400000 -0.000833792
34410000 -0.000709365
34420000 -0.000580944
34430000 -0.000620868
34440000 -0.000648759
34450000 -0.000345518
34460000 -0.00043165
34470000 -0.000353202
34480000 -0.000280566
34490000 -8.54568e-05
34500000 -0.000384434
34510000 -0.00023401
34520000 -0.000142499
34530000 -0.000202982
34540000 -6.91608e-05
34550000 -0.000233777
34560000 -5.8029e-05
34570000 0.000121525
34580000 5.84222e-05
34590000 -1.21271e-05
34600000 7.52219e-06
34610000 0.000153159
34620000 3.7653e-05
34630000 0.0003861
34640000 0.000334924
34650000 0.000280718
34660000 0.000186428
34670000 0.00043603
34680000 0.000397252
34690000 0.000290225
34700000 0.000256144
34710000 0.00035525
34720000 0.000342746
34730000 0.00043407
34740000 0.000435899
34750000 0.000523447
34760000 0.000536738
34770000 0.000496254
34780000 0.000672868
34790000 0.00082199
34800000 0.000790226
34810000 0.00090951
34820000 0.000994647
34830000 0.00117465
34840000 0.00124875
34850000 0.00139976
34860000 0.00163571
34870000 0.00194586
34880000 0.00264138
34890000 0.00285544
34900000 0.00314807
34910000 0.00385476
34920000 0.00421346
34930000 0.00491834
34940000 0.00563491
34950000 0.00622508
34960000 0.00699302
34970000 0.00772101
34980000 0.00856532
34990000 0.0090946
35000000 0.0101453
35010000 0.0106958
35020000 0.0118466
35030000 0.0132498
35040000 0.0139146
35050000 0.0150284
35060000 0.0160367
35070000 0.0170119
35080000 0.0178289
35090000 0.01901
35100000 0.0215481
35110000 0.0226819
35120000 0.024071
35130000 0.0251579
35140000 0.0269149
35150000 0.0282089
35160000 0.0300684
35170000 0.0326854
35180000 0.0337343
35190000 0.0363852
35200000 0.0376604
35210000 0.0386226
35220000 0.0413878
35230000 0.0431472
35240000 0.0445947
35250000 0.0482703
35260000 0.0489481
35270000 0.0518633
35280000 0.054334
35290000 0.0563857
35300000 0.0587964
35310000 0.0608005
35320000 0.0627505
35330000 0.0655412
35340000 0.067708
35350000 0.0700304
35360000 0.0716915
35370000 0.0748205
35380000 0.0775764
35390000 0.081151
35400000 0.0830843
35410000 0.0856618
35420000 0.0875739
35430000 0.0899753
35440000 0.0938763
35450000 0.0956063
35460000 0.0989065
35470000 0.100841
35480000 0.104654
35490000 0.106934
35500000 0.109514
35510000 0.112705
35520000 0.115197
35530000 0.118059
35540000 0.120183
35550000 0.123064
35560000 0.126272
35570000 0.128399
35580000 0.131402
35590000 0.133928
35600000 0.136833
35610000 0.139528
35620000 0.140933
35630000 0.143776
35640000 0.146762
35650000 0.150062
35660000 0.153099
35670000 0.155023
35680000 0.156916
35690000 0.159706
35700000 0.162576
35710000 0.165496
35720000 0.168349
35730000 0.170269
35740000 0.173107
35750000 0.175878
35760000 0.17745
35770000 0.179922
35780000 0.183407
35790000 0.185571
35800000 0.187305
35810000 0.190216
35820000 0.192544
35830000 0.195137
35840000 0.197184
35850000 0.200134
35860000 0.202671
35870000 0.204895
35880000 0.206503
35890000 0.208875
35900000 0.211389
35910000 0.212936
35920000 0.215004
35930000 0.217446
35940000 0.21977
35950000 0.222516
35960000 0.224132
35970000 0.226359
35980000 0.228763
35990000 0.229969
36000000 0.232881
36010000 0.234607
36020000 0.236206
36030000 0.239434
36040000 0.240271
36050000 0.242319
36060000 0.245152
36070000 0.246897
36080000 0.248771
36090000 0.250424
36100000 0.252386
36110000 0.253935
36120000 0.256212
36130000 0.25764
36140000 0.25963
36150000 0.262169
36160000 0.263646
36170000 0.265635
36180000 0.266422
36190000 0.267797
36200000 0.270329
36210000 0.272501
36220000 0.273945
36230000 0.275482
36240000 0.277508
36250000 0.279735
36260000 0.281196
36270000 0.282983
36280000 0.28431
36290000 0.285804
36300000 0.287758
36310000 0.289185
36320000 0.290577
36330000 0.29246
36340000 0.293819
36350000 0.29532
36360000 0.296763
36370000 0.298108
36380000 0.299543
36390000 0.301542
36400000 0.302782
36410000 0.304115
36420000 0.30544
36430000 0.306858
36440000 0.308449
36450000 0.310048
36460000 0.311318
36470000 0.312513
36480000 0.314002
36490000 0.315582
36500000 0.316791
36510000 0.318106
36520000 0.319337
36530000 0.320826
36540000 0.322172
36550000 0.323812
36560000 0.324224
36570000 0.326044
36580000 0.327192
36590000 0.328082
36600000 0.329481
36610000 0.330711
36620000 0.332062
36630000 0.33364
36640000 0.334438
36650000 0.335955
36660000 0.336493
36670000 0.338125
36680000 0.339241
36690000 0.340627
36700000 0.340969
36710000 0.342314
36720000 0.343737
36730000 0.344502
36740000 0.345595
36750000 0.346945
36760000 0.34783
36770000 0.348886
36780000 0.349831
36790000 0.351453
36800000 0.352546
36810000 0.353112
36820000 0.354119
36830000 0.354978
36840000 0.355843
36850000 0.357449
36860000 0.358047
36870000 0.358767
36880000 0.360375
36890000 0.360445
36900000 0.361764
36910000 0.362425
36920000 0.363141
36930000 0.363797
36940000 0.364521
36950000 0.365537
36960000 0.36645
36970000 0.367221
36980000 0.36782
36990000 0.368838
37000000 0.369449
37010000 0.370474
37020000 0.371354
37030000 0.371881
37040000 0.372697
37050000 0.373307
37060000 0.374536
37070000 0.375386
37080000 0.375408
37090000 0.375816
37100000 0.376975
37110000 0.37766
37120000 0.377905
37130000 0.378584
37140000 0.379578
37150000 0.380087
37160000 0.380648
37170000 0.380673
37180000 0.381182
37190000 0.381577
37200000 0.381996
37210000 0.382802
37220000 0.383272
37230000 0.383648
37240000 0.384426
37250000 0.384517
37260000 0.385348
37270000 0.385828
37280000 0.386345
37290000 0.386875
37300000 0.387203
37310000 0.387731
37320000 0.38802
37330000 0.388533
37340000 0.388606
37350000 0.389157
37360000 0.390001
37370000 0.390429
37380000 0.390359
37390000 0.390302
37400000 0.390828
37410000 0.391035
37420000 0.39127
37430000 0.391387
37440000 0.391889
37450000 0.39226
37460000 0.39253
37470000 0.392675
37480000 0.393002
37490000 0.393238
37500000 0.393607
37510000 0.393965
37520000 0.393696
37530000 0.393953
37540000 0.393437
37550000 0.394455
37560000 0.393799
37570000 0.39463
37580000 0.394859
37590000 0.394686
37600000 0.39481
37610000 0.395128
37620000 0.395307
37630000 0.395364
37640000 0.395324
37650000 0.395483
37660000 0.395439
37670000 0.394986
37680000 0.39505
37690000 0.395208
37700000 0.395563
37710000 0.39522
37720000 0.394838
37730000 0.395465
37740000 0.395341
37750000 0.394817
37760000 0.39465
37770000 0.395049
37780000 0.39476
37790000 0.395116
37800000 0.395043
37810000 0.394385
37820000 0.394818
37830000 0.394489
37840000 0.393709
37850000 0.393397
37860000 0.393488
37870000 0.393093
37880000 0.392926
37890000 0.392135
37900000 0.392634
37910000 0.39222
37920000 0.391821
37930000 0.391877
37940000 0.391392
37950000 0.390851
37960000 0.391095
37970000 0.391026
37980000 0.39073
37990000 0.389724
38000000 0.389968
38010000 0.38979
38020000 0.389187
38030000 0.388758
38040000 0.388507
38050000 0.388358
38060000 0.387409
38070000 0.387118
38080000 0.38615
38090000 0.386107
38100000 0.385895
38110000 0.38556
38120000 0.384669
38130000 0.384188
38140000 0.383719
38150000 0.384031
38160000 0.383062
38170000 0.383071
38180000 0.382212
38190000 0.382041
38200000 0.380735
38210000 0.380356
38220000 0.37961
38230000 0.378998
38240000 0.37848
38250000 0.378623
38260000 0.377909
38270000 0.376483
38280000 0.37637
38290000 0.375857
38300000 0.375315
38310000 0.374558
38320000 0.373824
38330000 0.373423
38340000 0.372827
38350000 0.371991
38360000 0.371292
38370000 0.37026
38380000 0.369699
38390000 0.368633
38400000 0.368156
38410000 0.367369
38420000 0.366516
38430000 0.366156
38440000 0.365485
38450000 0.364269
38460000 0.363609
38470000 0.363058
38480000 0.362181
38490000 0.360885
38500000 0.360411
38510000 0.359118
38520000 0.358686
38530000 0.357817
38540000 0.356374
38550000 0.355055
38560000 0.354569
38570000 0.353075
38580000 0.352706
38590000 0.351719
38600000 0.351088
38610000 0.349967
38620000 0.349072
38630000 0.348171
38640000 0.347395
38650000 0.346384
38660000 0.34574
38670000 0.344411
38680000 0.343653
38690000 0.342238
38700000 0.341672
38710000 0.340004
38720000 0.338498
38730000 0.338209
38740000 0.336549
38750000 0.335422
38760000 0.334596
38770000 0.332895
38780000 0.331997
38790000 0.330891
38800000 0.329665
38810000 0.328642
38820000 0.327534
38830000 0.326066
38840000 0.324561
38850000 0.323728
38860000 0.322329
38870000 0.321176
38880000 0.319663
38890000 0.31858
38900000 0.316959
38910000 0.315944
38920000 0.314782
38930000 0.313174
38940000 0.311842
38950000 0.310544
38960000 0.308864
38970000 0.307805
38980000 0.305803
38990000 0.305196
39000000 0.303291
39010000 0.302467
39020000 0.300208
39030000 0.299646
39040000 0.297742
39050000 0.29543
39060000 0.294829
39070000 0.292577
39080000 0.291297
39090000 0.289425
39100000 0.28796
39110000 0.286648
39120000 0.284829
39130000 0.283094
39140000 0.281663
39150000 0.28078
39160000 0.278814
39170000 0.277137
39180000 0.275663
39190000 0.273635
39200000 0.271759
39210000 0.270049
39220000 0.268299
39230000 0.266818
39240000 0.264775
39250000 0.263123
39260000 0.260754
39270000 0.25876
39280000 0.257626
39290000 0.25508
39300000 0.253153
39310000 0.251517
39320000 0.249818
39330000 0.247131
39340000 0.245839
39350000 0.243797
39360000 0.241692
39370000 0.240148
39380000 0.237631
39390000 0.235951
39400000 0.234594
39410000 0.23235
39420000 0.229629
39430000 0.228707
39440000 0.225688
39450000 0.223886
39460000 0.220947
39470000 0.219035
39480000 0.216327
39490000 0.215196
39500000 0.212548
39510000 0.210832
39520000 0.207924
39530000 0.206384
39540000 0.204268
39550000 0.200053
39560000 0.198753
39570000 0.196933
39580000 0.193941
39590000 0.192211
39600000 0.189251
39610000 0.186983
39620000 0.185667
39630000 0.18282
39640000 0.179722
39650000 0.177375
39660000 0.174833
39670000 0.17253
39680000 0.170156
39690000 0.167478
39700000 0.165606
39710000 0.162105
39720000 0.160003
39730000 0.156598
39740000 0.154695
39750000 0.151912
39760000 0.150269
39770000 0.147312
39780000 0.144201
39790000 0.141637
39800000 0.13877
39810000 0.135877
39820000 0.132972
39830000 0.130516
39840000 0.128716
39850000 0.125563
39860000 0.122851
39870000 0.119273
39880000 0.117605
39890000 0.11447
39900000 0.111875
39910000 0.110623
39920000 0.107322
39930000 0.104653
39940000 0.101478
39950000 0.0985756
39960000 0.09594
39970000 0.0921693
39980000 0.0912465
39990000 0.0877921
40000000 0.0854171
40010000 0.0822111
40020000 0.0797084
40030000 0.0765852
40040000 0.0750694
40050000 0.0726381
40060000 0.0712287
40070000 0.0674039
40080000 0.0651719
40090000 0.063063
40100000 0.0603331
40110000 0.0590786
40120000 0.056051
40130000 0.0541607
40140000 0.0522084
40150000 0.050271
40160000 0.0479513
40170000 0.0457613
40180000 0.0444919
40190000 0.0419159
40200000 0.0392259
40210000 0.0386704
40220000 0.0361946
40230000 0.0340632
40240000 0.0329668
40250000 0.0311691
40260000 0.0292397
40270000 0.0272941
40280000 0.0262565
40290000 0.0244315
40300000 0.0228427
40310000 0.0221764
40320000 0.0210893
40330000 0.0197407
40340000 0.0184011
40350000 0.0166677
40360000 0.0161264
40370000 0.014822
40380000 0.0140925
40390000 0.0134742
40400000 0.0122701
40410000 0.010889
40420000 0.00992319
40430000 0.00850255
40440000 0.00804614
40450000 0.00805179
40460000 0.00742365
40470000 0.00692113
40480000 0.00624599
40490000 0.0056279
40500000 0.00545692
40510000 0.00514725
40520000 0.00484386
40530000 0.00409423
40540000 0.00371787
40550000 0.00348212
40560000 0.00291934
40570000 0.0026821
40580000 0.00225836
40590000 0.00182387
40600000 0.00187793
40610000 0.00176383
40620000 0.00160969
40630000 0.00154732
40640000 0.00132329
40650000 0.00106166
40660000 0.00112129
40670000 0.00101461
40680000 0.00105131
40690000 0.000549736
40700000 0.000780309
40710000 0.000434302
40720000 0.0005266
40730000 0.000486679
40740000 0.000435501
40750000 0.000438073
40760000 0.000434494
40770000 0.000232858
40780000 0.000213382
40790000 4.99621e-05
40800000 0.000221313
40810000 0.000113014
40820000 8.52741e-05
40830000 0.000165212
40840000 4.55458e-05
40850000 0.000143975
40860000 2.82458e-05
40870000 2.63076e-05
40880000 -0.000157509
40890000 -0.000185219
40900000 -0.000191478
40910000 -0.000462329
40920000 -0.000181621
40930000 -0.000283174
40940000 -0.000388581
40950000 -0.000514269
40960000 -0.000309789
40970000 -0.000441373
40980000 -0.000452311
40990000 -0.000387383
41000000 -0.000500402
41010000 -0.000602495
41020000 -0.000693915
41030000 -0.00061815
41040000 -0.000462522
41050000 -0.000605565
41060000 -0.000637552
41070000 -0.000772283
41080000 -0.000756676
41090000 -0.00085333
41100000 -0.000992695
41110000 -0.00140194
41120000 -0.00163698
41130000 -0.00178523
41140000 -0.0020005
41150000 -0.00231133
41160000 -0.00239752
41170000 -0.00280585
41180000 -0.0033856
41190000 -0.00394753
41200000 -0.00416729
41210000 -0.00462808
41220000 -0.0053304
41230000 -0.0057377
41240000 -0.00618081
41250000 -0.00704709
41260000 -0.00794244
41270000 -0.00903372
41280000 -0.00977267
41290000 -0.0104845
41300000 -0.0113164
41310000 -0.0118794
41320000 -0.0133025
41330000 -0.014566
41340000 -0.015701
41350000 -0.0171025
41360000 -0.0178104
41370000 -0.0195259
41380000 -0.0207383
41390000 -0.0220187
41400000 -0.0239948
41410000 -0.0246432
41420000 -0.026691
41430000 -0.028209
41440000 -0.0293981
41450000 -0.0311203
41460000 -0.0336303
41470000 -0.0347269
41480000 -0.0367604
41490000 -0.0389525
41500000 -0.0410462
41510000 -0.0429394
41520000 -0.0446493
41530000 -0.0462865
41540000 -0.0485383
41550000 -0.0505514
41560000 -0.052551
41570000 -0.055375
41580000 -0.0574898
41590000 -0.0593134
41600000 -0.0628826
41610000 -0.0638763
41620000 -0.0668909
41630000 -0.0693193
41640000 -0.0724264
41650000 -0.075494
41660000 -0.0770403
41670000 -0.0791428
41680000 -0.0819883
41690000 -0.0855599
41700000 -0.087184
41710000 -0.0894334
41720000 -0.0921308
41730000 -0.093682
41740000 -0.09628
41750000 -0.0999912
41760000 -0.103651
41770000 -0.105957
41780000 -0.109615
41790000 -0.111832
41800000 -0.114228
41810000 -0.116797
41820000 -0.119363
41830000 -0.121726
41840000 -0.125037
41850000 -0.127436
41860000 -0.129535
41870000 -0.133247
41880000 -0.136152
41890000 -0.137929
41900000 -0.141234
41910000 -0.143961
41920000 -0.14563
41930000 -0.149463
41940000 -0.151314
41950000 -0.155064
41960000 -0.157589
41970000 -0.159706
41980000 -0.162171
41990000 -0.163999
42000000 -0.167773
42010000 -0.169445
42020000 -0.172242
42030000 -0.174872
42040000 -0.176587
42050000 -0.18012
42060000 -0.182002
42070000 -0.184755
42080000 -0.186657
42090000 -0.189967
42100000 -0.191725
42110000 -0.194429
42120000 -0.196351
42130000 -0.199284
42140000 -0.201119
42150000 -0.204068
42160000 -0.205345
42170000 -0.207965
42180000 -0.209824
42190000 -0.212885
42200000 -0.214641
42210000 -0.216889
42220000 -0.219583
42230000 -0.220992
42240000 -0.223066
42250000 -0.225293
42260000 -0.227615
42270000 -0.230543
42280000 -0.232537
42290000 -0.233934
42300000 -0.23569
42310000 -0.237598
42320000 -0.240803
42330000 -0.242242
42340000 -0.244223
42350000 -0.246143
42360000 -0.248093
42370000 -0.249825
42380000 -0.251538
42390000 -0.253824
42400000 -0.25559
42410000 -0.256842
42420000 -0.259647
42430000 -0.261184
42440000 -0.263448
42450000 -0.265204
42460000 -0.266825
42470000 -0.268718
42480000 -0.270761
42490000 -0.271644
42500000 -0.2738
42510000 -0.275129
42520000 -0.277058
42530000 -0.278903
42540000 -0.280135
42550000 -0.281793
42560000 -0.283249
