# Time-averaged data for fix aveIm
# TimeStep c_Im
27240000 -0.136612
27250000 -0.134468
27260000 -0.131199
27270000 -0.128867
27280000 -0.127252
27290000 -0.12421
27300000 -0.120959
27310000 -0.118216
27320000 -0.114764
27330000 -0.113469
27340000 -0.1101
27350000 -0.106747
27360000 -0.104666
27370000 -0.102257
27380000 -0.100094
27390000 -0.0968586
27400000 -0.0937783
27410000 -0.0908741
27420000 -0.0886101
27430000 -0.0861253
27440000 -0.0832658
27450000 -0.0810599
27460000 -0.0795008
27470000 -0.0766461
27480000 -0.0726125
27490000 -0.0710113
27500000 -0.0684971
27510000 -0.0658509
27520000 -0.063978
27530000 -0.0612787
27540000 -0.058838
27550000 -0.0569527
27560000 -0.0546702
27570000 -0.0523936
27580000 -0.0503485
27590000 -0.0484301
27600000 -0.0468545
27610000 -0.0442161
27620000 -0.0424866
27630000 -0.0395794
27640000 -0.0387134
27650000 -0.0373554
27660000 -0.0352276
27670000 -0.0333283
27680000 -0.0310567
27690000 -0.0295829
27700000 -0.0284554
27710000 -0.0263843
27720000 -0.025949
27730000 -0.0241481
27740000 -0.0223855
27750000 -0.0208525
27760000 -0.0190798
27770000 -0.0185048
27780000 -0.0165608
27790000 -0.0163184
27800000 -0.0161134
27810000 -0.0144615
27820000 -0.0132609
27830000 -0.0127117
27840000 -0.0113795
27850000 -0.0103797
27860000 -0.00898013
27870000 -0.00889416
27880000 -0.00850039
27890000 -0.00789868
27900000 -0.00713313
27910000 -0.0064907
27920000 -0.0054973
27930000 -0.0051494
27940000 -0.00490279
27950000 -0.0047285
27960000 -0.00438404
27970000 -0.00386229
27980000 -0.00342909
27990000 -0.00312711
28000000 -0.0027955
28010000 -0.00227115
28020000 -0.00215863
28030000 -0.00205482
28040000 -0.00184707
28050000 -0.00162381
28060000 -0.00155189
28070000 -0.00135926
28080000 -0.00130708
28090000 -0.00122538
28100000 -0.000926313
28110000 -0.00102697
28120000 -0.000630481
28130000 -0.000626471
28140000 -0.000642803
28150000 -0.000500985
28160000 -0.000534608
28170000 -0.000312993
28180000 -0.00035969
28190000 -0.000317722
28200000 -0.00014531
28210000 -0.00031583
28220000 -0.000330239
28230000 -0.000270434
28240000 -9.41151e-05
28250000 -0.000146546
28260000 0.000178728
28270000 0.000105774
28280000 -2.56184e-05
28290000 -6.16393e-05
28300000 0.000109849
28310000 0.000163681
28320000 0.000145771
28330000 0.000117232
28340000 0.000371587
28350000 8.41026e-05
28360000 0.000261526
28370000 0.00021031
28380000 0.00033149
28390000 0.000261666
28400000 0.000228208
28410000 0.00032064
28420000 0.000426442
28430000 0.000344512
28440000 0.000502265
28450000 0.000452346
28460000 0.000655941
28470000 0.000596908
28480000 0.000708249
28490000 0.000674521
28500000 0.000622345
28510000 0.000719594
28520000 0.000878677
28530000 0.00107784
28540000 0.00109219
28550000 0.00131209
28560000 0.0014028
28570000 0.00169721
28580000 0.0020132
28590000 0.00240962
28600000 0.00273364
28610000 0.00312295
28620000 0.00336035
28630000 0.00380172
28640000 0.00464774
28650000 0.00524884
28660000 0.00582972
28670000 0.00663611
28680000 0.0073301
28690000 0.00770287
28700000 0.00851371
28710000 0.00898062
28720000 0.0100592
28730000 0.0110818
28740000 0.0119028
28750000 0.0132827
28760000 0.0143029
28770000 0.0152516
28780000 0.0165512
28790000 0.0169031
28800000 0.0185023
28810000 0.020367
28820000 0.0220543
28830000 0.0227154
28840000 0.0246027
28850000 0.025756
28860000 0.0275143
28870000 0.0295268
28880000 0.0317734
28890000 0.0336818
28900000 0.0346242
28910000 0.0363003
28920000 0.0379376
28930000 0.0395194
28940000 0.0421443
28950000 0.0439997
28960000 0.0467608
28970000 0.0486133
28980000 0.0497903
28990000 0.0525464
29000000 0.0550586
29010000 0.055963
29020000 0.05893
29030000 0.0619331
29040000 0.0646401
29050000 0.0671777
29060000 0.0686963
29070000 0.0715164
29080000 0.07451
29090000 0.0756373
29100000 0.0789242
29110000 0.081362
29120000 0.0846202
29130000 0.0857226
29140000 0.0896555
29150000 0.0916982
29160000 0.0941882
29170000 0.097196
29180000 0.0993553
29190000 0.101854
29200000 0.104731
29210000 0.106754
29220000 0.110259
29230000 0.114599
29240000 0.115625
29250000 0.118577
29260000 0.120509
29270000 0.123221
29280000 0.126928
29290000 0.129679
29300000 0.131418
29310000 0.134293
29320000 0.136943
29330000 0.140472
29340000 0.142129
29350000 0.145888
29360000 0.148002
29370000 0.150404
29380000 0.153523
29390000 0.156913
29400000 0.157763
29410000 0.161772
29420000 0.163565
29430000 0.166466
29440000 0.168508
29450000 0.170964
29460000 0.17333
29470000 0.176076
29480000 0.179013
29490000 0.181924
29500000 0.182861
29510000 0.185118
29520000 0.188845
29530000 0.190922
29540000 0.19391
29550000 0.195979
29560000 0.198859
29570000 0.200178
29580000 0.202462
29590000 0.205268
29600000 0.207477
29610000 0.209647
29620000 0.21221
29630000 0.214318
29640000 0.21613
29650000 0.21805
29660000 0.220027
29670000 0.222836
29680000 0.224702
29690000 0.227573
29700000 0.228765
29710000 0.23088
29720000 0.233362
29730000 0.234437
29740000 0.23711
29750000 0.23983
29760000 0.241346
29770000 0.2437
29780000 0.245378
29790000 0.247364
29800000 0.24965
29810000 0.251226
29820000 0.252565
29830000 0.254698
29840000 0.257054
29850000 0.258687
29860000 0.26064
29870000 0.262241
29880000 0.264226
29890000 0.265521
29900000 0.267299
29910000 0.269619
29920000 0.270982
29930000 0.272465
29940000 0.274859
29950000 0.27582
29960000 0.277683
29970000 0.279789
29980000 0.281114
29990000 0.282926
30000000 0.284755
30010000 0.286319
30020000 0.287545
30030000 0.289592
30040000 0.291524
30050000 0.293125
30060000 0.294566
30070000 0.295736
30080000 0.297486
30090000 0.298669
30100000 0.30081
30110000 0.302132
30120000 0.30333
30130000 0.30436
30140000 0.306179
30150000 0.30779
30160000 0.308413
30170000 0.31036
30180000 0.311842
30190000 0.313367
30200000 0.314644
30210000 0.315786
30220000 0.317292
30230000 0.318509
30240000 0.319521
30250000 0.321657
30260000 0.322395
30270000 0.323807
30280000 0.325062
30290000 0.326317
30300000 0.327503
30310000 0.328926
30320000 0.330179
30330000 0.331399
30340000 0.332631
30350000 0.333422
30360000 0.334442
30370000 0.335914
30380000 0.337352
30390000 0.338469
30400000 0.338691
30410000 0.340316
30420000 0.341609
30430000 0.343194
30440000 0.343758
30450000 0.345248
30460000 0.345939
30470000 0.347088
30480000 0.348085
30490000 0.348748
30500000 0.349838
30510000 0.350592
30520000 0.351859
30530000 0.352491
30540000 0.354101
30550000 0.355436
30560000 0.355979
30570000 0.356297
30580000 0.357486
30590000 0.358079
30600000 0.359586
30610000 0.360937
30620000 0.361175
30630000 0.362358
30640000 0.363476
30650000 0.364044
30660000 0.364965
30670000 0.36587
30680000 0.366531
30690000 0.367319
30700000 0.368141
30710000 0.368943
30720000 0.369384
30730000 0.37019
30740000 0.371278
30750000 0.37182
30760000 0.372492
30770000 0.373622
30780000 0.373822
30790000 0.374356
30800000 0.375051
30810000 0.375546
30820000 0.376647
30830000 0.377172
30840000 0.377744
30850000 0.378498
30860000 0.378952
30870000 0.379446
30880000 0.380501
30890000 0.381286
30900000 0.381345
30910000 0.382126
30920000 0.38218
30930000 0.38277
30940000 0.38296
30950000 0.383642
30960000 0.384126
30970000 0.384754
30980000 0.385507
30990000 0.385954
31000000 0.385877
31010000 0.386592
31020000 0.387081
31030000 0.387479
31040000 0.387617
31050000 0.388469
31060000 0.38885
31070000 0.388857
31080000 0.38948
31090000 0.389981
31100000 0.390117
31110000 0.390725
31120000 0.390973
31130000 0.391331
31140000 0.391072
31150000 0.391281
31160000 0.391406
31170000 0.392175
31180000 0.392763
31190000 0.392803
31200000 0.392969
31210000 0.393357
31220000 0.393723
31230000 0.393485
31240000 0.393447
31250000 0.39396
31260000 0.394764
31270000 0.394295
31280000 0.394831
31290000 0.39518
31300000 0.3952
31310000 0.395143
31320000 0.394797
31330000 0.394598
31340000 0.394983
31350000 0.394797
31360000 0.3948
31370000 0.395166
31380000 0.394938
31390000 0.394737
31400000 0.3949
31410000 0.395657
31420000 0.395659
31430000 0.395507
31440000 0.39555
31450000 0.394878
31460000 0.394409
31470000 0.394602
31480000 0.394208
31490000 0.394563
31500000 0.394322
31510000 0.394032
31520000 0.393584
31530000 0.393574
31540000 0.393362
31550000 0.393762
31560000 0.39325
31570000 0.393439
31580000 0.393606
31590000 0.393108
31600000 0.392815
31610000 0.392815
31620000 0.392578
31630000 0.391811
31640000 0.392111
31650000 0.391555
31660000 0.391336
31670000 0.390545
31680000 0.389962
31690000 0.389131
31700000 0.389407
31710000 0.388405
31720000 0.388469
31730000 0.388574
31740000 0.388093
31750000 0.387891
31760000 0.387657
31770000 0.387055
31780000 0.386601
31790000 0.386484
31800000 0.386165
31810000 0.385399
31820000 0.384961
31830000 0.384883
31840000 0.384085
31850000 0.38358
31860000 0.38314
31870000 0.382624
31880000 0.382448
31890000 0.382033
31900000 0.38161
31910000 0.380847
31920000 0.380894
31930000 0.379886
31940000 0.379799
31950000 0.379011
31960000 0.378436
31970000 0.377876
31980000 0.377356
31990000 0.376541
32000000 0.376424
32010000 0.375331
32020000 0.374922
32030000 0.374415
32040000 0.373793
32050000 0.372692
32060000 0.372931
32070000 0.371934
32080000 0.370896
32090000 0.370486
32100000 0.369647
32110000 0.368651
32120000 0.368304
32130000 0.367186
32140000 0.366706
32150000 0.365944
32160000 0.365039
32170000 0.364116
32180000 0.363502
32190000 0.362128
32200000 0.361576
32210000 0.360678
32220000 0.360091
32230000 0.358568
32240000 0.357701
32250000 0.357127
32260000 0.355864
32270000 0.354994
32280000 0.354359
32290000 0.353363
32300000 0.35251
32310000 0.351687
32320000 0.350139
32330000 0.34984
32340000 0.348007
32350000 0.347702
32360000 0.346598
32370000 0.345249
32380000 0.344747
32390000 0.343805
32400000 0.342512
32410000 0.341057
32420000 0.340068
32430000 0.33883
32440000 0.337847
32450000 0.336714
32460000 0.335748
32470000 0.334958
32480000 0.333781
32490000 0.332227
32500000 0.331233
32510000 0.329783
32520000 0.328407
32530000 0.327444
32540000 0.326308
32550000 0.32494
32560000 0.323839
32570000 0.322111
32580000 0.321136
32590000 0.319831
32600000 0.318409
32610000 0.317675
32620000 0.315948
32630000 0.314493
32640000 0.313127
32650000 0.311895
32660000 0.310038
32670000 0.309478
32680000 0.307851
32690000 0.30641
32700000 0.304792
32710000 0.304031
32720000 0.302198
32730000 0.300309
32740000 0.298947
32750000 0.297772
32760000 0.296387
32770000 0.295282
32780000 0.293669
32790000 0.291684
32800000 0.289582
32810000 0.288872
32820000 0.286719
32830000 0.285012
32840000 0.283018
32850000 0.282231
32860000 0.280082
32870000 0.279205
32880000 0.277682
32890000 0.275164
32900000 0.27356
32910000 0.272288
32920000 0.270078
32930000 0.268521
32940000 0.266706
32950000 0.264274
32960000 0.262981
32970000 0.261494
32980000 0.259692
32990000 0.257481
33000000 0.255597
33010000 0.254262
33020000 0.252275
33030000 0.249854
33040000 0.248607
33050000 0.246352
33060000 0.244581
33070000 0.24218
33080000 0.240567
33090000 0.238454
33100000 0.237462
33110000 0.23485
33120000 0.232886
33130000 0.230873
33140000 0.229385
33150000 0.226626
33160000 0.22438
33170000 0.222675
33180000 0.220037
33190000 0.217878
33200000 0.21652
33210000 0.214381
33220000 0.211176
33230000 0.209769
33240000 0.207151
33250000 0.205198
33260000 0.202548
33270000 0.200614
33280000 0.197936
33290000 0.196095
33300000 0.193388
33310000 0.190302
33320000 0.188324
33330000 0.18574
33340000 0.183494
33350000 0.181326
33360000 0.179512
33370000 0.177546
33380000 0.173452
33390000 0.17224
33400000 0.169949
33410000 0.167167
33420000 0.164103
33430000 0.161407
33440000 0.159411
33450000 0.156753
33460000 0.153889
33470000 0.151011
33480000 0.148974
33490000 0.145932
33500000 0.142978
33510000 0.139896
33520000 0.138293
33530000 0.135095
33540000 0.131512
33550000 0.129772
33560000 0.126769
33570000 0.125757
33580000 0.120678
33590000 0.119173
33600000 0.116875
33610000 0.11338
33620000 0.111813
33630000 0.108918
33640000 0.106108
33650000 0.103722
33660000 0.100306
33670000 0.098277
33680000 0.0947111
33690000 0.0919455
33700000 0.090362
33710000 0.0877575
33720000 0.0844709
33730000 0.0820871
33740000 0.079679
33750000 0.0773968
33760000 0.075174
33770000 0.0720798
33780000 0.0688936
33790000 0.0675276
33800000 0.0654054
33810000 0.062385
33820000 0.0603387
33830000 0.0584999
33840000 0.0564085
33850000 0.0532447
33860000 0.0508844
33870000 0.0487264
33880000 0.0469627
33890000 0.044318
33900000 0.0434346
33910000 0.0413834
33920000 0.0386412
33930000 0.0369625
33940000 0.0349881
33950000 0.0344162
33960000 0.0325833
33970000 0.0309717
33980000 0.0296294
33990000 0.0271467
34000000 0.0249908
34010000 0.0241185
34020000 0.0228289
34030000 0.0215627
34040000 0.0200535
34050000 0.0182084
34060000 0.0175424
34070000 0.0166853
34080000 0.0161327
34090000 0.0143531
34100000 0.0131371
34110000 0.0125821
34120000 0.0121785
34130000 0.0107239
34140000 0.0100051
34150000 0.00899498
34160000 0.0084825
34170000 0.00810699
34180000 0.00756035
34190000 0.00668426
34200000 0.00638528
34210000 0.00590163
34220000 0.00538178
34230000 0.00473728
34240000 0.00441617
34250000 0.00406288
34260000 0.0037731
34270000 0.00338044
34280000 0.00294719
34290000 0.00243541
34300000 0.00200185
34310000 0.00200925
34320000 0.00175237
34330000 0.00179389
34340000 0.00152076
34350000 0.00124679
34360000 0.00138107
34370000 0.0011305
34380000 0.00111513
34390000 0.00108197
34400000 0.000881852
34410000 0.000826618
34420000 0.000759711
34430000 0.00060672
34440000 0.000385536
34450000 0.000604038
34460000 0.000369015
34470000 0.000332401
34480000 0.000333496
34490000 0.000486103
34500000 4.85718e-05
34510000 0.000117979
34520000 0.000173249
34530000 2.78209e-05
34540000 6.4695e-05
34550000 -0.000143332
34560000 -1.35054e-05
34570000 9.23341e-05
34580000 -6.59416e-05
34590000 -0.000200687
34600000 -0.000229847
34610000 -0.000170072
34620000 -0.00031465
34630000 -5.54922e-05
34640000 -0.000162203
34650000 -0.000247878
34660000 -0.000422809
34670000 -0.00019294
34680000 -0.000273236
34690000 -0.000428932
34700000 -0.000474377
34710000 -0.000444733
34720000 -0.000538488
34730000 -0.000519587
34740000 -0.000539043
34750000 -0.000525773
34760000 -0.000574906
34770000 -0.000686157
34780000 -0.000527106
34790000 -0.000597932
34800000 -0.000758622
34810000 -0.000775167
34820000 -0.000828243
34830000 -0.0010368
34840000 -0.00131805
34850000 -0.00144612
34860000 -0.00161588
34870000 -0.00211279
34880000 -0.00258469
34890000 -0.00289854
34900000 -0.00331845
34910000 -0.00382134
34920000 -0.00421331
34930000 -0.00488903
34940000 -0.00525108
34950000 -0.00617165
34960000 -0.00716185
34970000 -0.00756742
34980000 -0.00809177
34990000 -0.00896883
35000000 -0.00989319
35010000 -0.0105615
35020000 -0.011891
35030000 -0.0132329
35040000 -0.0140187
35050000 -0.0152155
35060000 -0.0157331
35070000 -0.0167802
35080000 -0.0177582
35090000 -0.0192279
35100000 -0.0219554
35110000 -0.0225914
35120000 -0.0240084
35130000 -0.0250291
35140000 -0.0266504
35150000 -0.0282021
35160000 -0.0301607
35170000 -0.0324559
35180000 -0.0336807
35190000 -0.0362921
35200000 -0.0376269
35210000 -0.0387667
35220000 -0.0414178
35230000 -0.0430206
35240000 -0.0446063
35250000 -0.04863
35260000 -0.0488348
35270000 -0.0518634
35280000 -0.0542132
35290000 -0.0564842
35300000 -0.0588293
35310000 -0.060853
35320000 -0.0628333
35330000 -0.0659057
35340000 -0.067651
35350000 -0.0702811
35360000 -0.0715036
35370000 -0.0745847
35380000 -0.0774545
35390000 -0.0808534
35400000 -0.0830954
35410000 -0.085787
35420000 -0.0873229
35430000 -0.0901649
35440000 -0.0939551
35450000 -0.0957081
35460000 -0.0986651
35470000 -0.100752
35480000 -0.104586
35490000 -0.106918
35500000 -0.109537
35510000 -0.112673
35520000 -0.115231
35530000 -0.117964
35540000 -0.120344
35550000 -0.123024
35560000 -0.126205
35570000 -0.128328
35580000 -0.13126
35590000 -0.133704
35600000 -0.136847
35610000 -0.139489
35620000 -0.140844
35630000 -0.143352
35640000 -0.146851
35650000 -0.150316
35660000 -0.152896
35670000 -0.155152
35680000 -0.157301
35690000 -0.159781
35700000 -0.162787
35710000 -0.165834
35720000 -0.168335
35730000 -0.169912
35740000 -0.173155
35750000 -0.17582
35760000 -0.177576
35770000 -0.179931
35780000 -0.183355
35790000 -0.185502
35800000 -0.187521
35810000 -0.190183
35820000 -0.192434
35830000 -0.194878
35840000 -0.196957
35850000 -0.200116
35860000 -0.202735
35870000 -0.205031
35880000 -0.206679
35890000 -0.208944
35900000 -0.21131
35910000 -0.212815
35920000 -0.214724
35930000 -0.217583
35940000 -0.219574
35950000 -0.222395
35960000 -0.224322
35970000 -0.226422
35980000 -0.228679
35990000 -0.23001
36000000 -0.232907
36010000 -0.234608
36020000 -0.236503
36030000 -0.239092
36040000 -0.2401
36050000 -0.242414
36060000 -0.244992
36070000 -0.246565
36080000 -0.248925
36090000 -0.250672
36100000 -0.252247
36110000 -0.253995
36120000 -0.256093
36130000 -0.257816
36140000 -0.259539
36150000 -0.261998
36160000 -0.263533
36170000 -0.265555
36180000 -0.266643
36190000 -0.268023
36200000 -0.270348
36210000 -0.272377
36220000 -0.273834
36230000 -0.275751
36240000 -0.277746
36250000 -0.279802
36260000 -0.281284
36270000 -0.282899
36280000 -0.28446
36290000 -0.285834
36300000 -0.287378
36310000 -0.289307
36320000 -0.290207
36330000 -0.292348
36340000 -0.293941
36350000 -0.29517
36360000 -0.296793
36370000 -0.298015
36380000 -0.299504
36390000 -0.301689
36400000 -0.302709
36410000 -0.3044
36420000 -0.305343
36430000 -0.306869
36440000 -0.308347
36450000 -0.309914
36460000 -0.311332
36470000 -0.312639
36480000 -0.314209
36490000 -0.315613
36500000 -0.316886
36510000 -0.318366
36520000 -0.318985
36530000 -0.321037
36540000 -0.322214
36550000 -0.323623
36560000 -0.324048
36570000 -0.325969
36580000 -0.327469
36590000 -0.328304
36600000 -0.329023
36610000 -0.33047
36620000 -0.332062
36630000 -0.333843
36640000 -0.334654
36650000 -0.335729
36660000 -0.336704
36670000 -0.338098
36680000 -0.339102
36690000 -0.34043
36700000 -0.34079
36710000 -0.342535
36720000 -0.343527
36730000 -0.344704
36740000 -0.345924
36750000 -0.346695
36760000 -0.347728
36770000 -0.349149
36780000 -0.349755
36790000 -0.351463
36800000 -0.352243
36810000 -0.352837
36820000 -0.354047
36830000 -0.355218
36840000 -0.355539
36850000 -0.357436
36860000 -0.357853
36870000 -0.358595
36880000 -0.360462
36890000 -0.36064
36900000 -0.361451
36910000 -0.362377
36920000 -0.362849
36930000 -0.363874
36940000 -0.364578
36950000 -0.365584
36960000 -0.366415
36970000 -0.367269
36980000 -0.368267
36990000 -0.369007
37000000 -0.369725
37010000 -0.370521
37020000 -0.371274
37030000 -0.371865
37040000 -0.372543
37050000 -0.373342
37060000 -0.374614
37070000 -0.375038
37080000 -0.375125
37090000 -0.376184
37100000 -0.376956
37110000 -0.377621
37120000 -0.378105
37130000 -0.378868
37140000 -0.379487
37150000 -0.380223
37160000 -0.380718
37170000 -0.380791
37180000 -0.38135
37190000 -0.381591
37200000 -0.382089
37210000 -0.382785
37220000 -0.383147
37230000 -0.383805
37240000 -0.384313
37250000 -0.384537
37260000 -0.384993
37270000 -0.385988
37280000 -0.386593
37290000 -0.386696
37300000 -0.387208
37310000 -0.387663
37320000 -0.387958
37330000 -0.388405
37340000 -0.388439
37350000 -0.389057
37360000 -0.389853
37370000 -0.390276
37380000 -0.390214
37390000 -0.390379
37400000 -0.390945
37410000 -0.390629
37420000 -0.3913
37430000 -0.391708
37440000 -0.391958
37450000 -0.392073
37460000 -0.392355
37470000 -0.392544
37480000 -0.393065
37490000 -0.393434
37500000 -0.393372
37510000 -0.393866
37520000 -0.393912
37530000 -0.394157
37540000 -0.393633
37550000 -0.394233
37560000 -0.394056
37570000 -0.394283
37580000 -0.394626
37590000 -0.394724
37600000 -0.394864
37610000 -0.39513
37620000 -0.395283
37630000 -0.395486
37640000 -0.395356
37650000 -0.395332
37660000 -0.395568
37670000 -0.394962
37680000 -0.395487
37690000 -0.395145
37700000 -0.395253
37710000 -0.395372
37720000 -0.395246
37730000 -0.395506
37740000 -0.395103
37750000 -0.394929
37760000 -0.394635
37770000 -0.394617
37780000 -0.39486
37790000 -0.395014
37800000 -0.395012
37810000 -0.394592
37820000 -0.39454
37830000 -0.394452
37840000 -0.393892
37850000 -0.393412
37860000 -0.393368
37870000 -0.393118
37880000 -0.39273
37890000 -0.392223
37900000 -0.392426
37910000 -0.39241
37920000 -0.391892
37930000 -0.391674
37940000 -0.391355
37950000 -0.390981
37960000 -0.391399
37970000 -0.391005
37980000 -0.390455
37990000 -0.390219
38000000 -0.390036
38010000 -0.389616
38020000 -0.389186
38030000 -0.388588
38040000 -0.388577
38050000 -0.388039
38060000 -0.38728
38070000 -0.387427
38080000 -0.386344
38090000 -0.385944
38100000 -0.38549
38110000 -0.385124
38120000 -0.384969
38130000 -0.384285
38140000 -0.383951
38150000 -0.384051
38160000 -0.382972
38170000 -0.383076
38180000 -0.382285
38190000 -0.38194
38200000 -0.380846
38210000 -0.380308
38220000 -0.379402
38230000 -0.378921
38240000 -0.378276
38250000 -0.378561
38260000 -0.377966
38270000 -0.376661
38280000 -0.376471
38290000 -0.375816
38300000 -0.3752
38310000 -0.374505
38320000 -0.374064
38330000 -0.373134
38340000 -0.372844
38350000 -0.371871
38360000 -0.37109
38370000 -0.37029
38380000 -0.369603
38390000 -0.368651
38400000 -0.368139
38410000 -0.367294
38420000 -0.366531
38430000 -0.365906
38440000 -0.365467
38450000 -0.364251
38460000 -0.363671
38470000 -0.363048
38480000 -0.362362
38490000 -0.360661
38500000 -0.36033
38510000 -0.359158
38520000 -0.358761
38530000 -0.357896
38540000 -0.356334
38550000 -0.355263
38560000 -0.354715
38570000 -0.353349
38580000 -0.352608
38590000 -0.351671
38600000 -0.350824
38610000 -0.349833
38620000 -0.348802
38630000 -0.347933
38640000 -0.347824
38650000 -0.346358
38660000 -0.345615
38670000 -0.344137
38680000 -0.343492
38690000 -0.341915
38700000 -0.34185
38710000 -0.339797
38720000 -0.338595
38730000 -0.338035
38740000 -0.336888
38750000 -0.335551
38760000 -0.334769
38770000 -0.333091
38780000 -0.332023
38790000 -0.330934
38800000 -0.329876
38810000 -0.328502
38820000 -0.327664
38830000 -0.326028
38840000 -0.324701
38850000 -0.323738
38860000 -0.322568
38870000 -0.320787
38880000 -0.31971
38890000 -0.318683
38900000 -0.317093
38910000 -0.315888
38920000 -0.31453
38930000 -0.313102
38940000 -0.31174
38950000 -0.31061
38960000 -0.308771
38970000 -0.307891
38980000 -0.306168
38990000 -0.305103
39000000 -0.303356
39010000 -0.302486
39020000 -0.300353
39030000 -0.299458
39040000 -0.297619
39050000 -0.295775
39060000 -0.29477
39070000 -0.292572
39080000 -0.291496
39090000 -0.289597
39100000 -0.2881
39110000 -0.286751
39120000 -0.284877
39130000 -0.283331
39140000 -0.28197
39150000 -0.280614
39160000 -0.278988
39170000 -0.27716
39180000 -0.275346
39190000 -0.273515
39200000 -0.271723
39210000 -0.27009
39220000 -0.26818
39230000 -0.266916
39240000 -0.264781
39250000 -0.263339
39260000 -0.260909
39270000 -0.258857
39280000 -0.257896
39290000 -0.255075
39300000 -0.253006
39310000 -0.251764
39320000 -0.249837
39330000 -0.246975
39340000 -0.245972
39350000 -0.243645
39360000 -0.241857
39370000 -0.240221
39380000 -0.237488
39390000 -0.235916
39400000 -0.234107
39410000 -0.23232
39420000 -0.229437
39430000 -0.228588
39440000 -0.225939
39450000 -0.223823
39460000 -0.221083
39470000 -0.219073
39480000 -0.216388
39490000 -0.215201
39500000 -0.212439
39510000 -0.210795
39520000 -0.207855
39530000 -0.206206
39540000 -0.204341
39550000 -0.200377
39560000 -0.198496
39570000 -0.196925
39580000 -0.194024
39590000 -0.192162
39600000 -0.189175
39610000 -0.187219
39620000 -0.185629
39630000 -0.182933
39640000 -0.1796
39650000 -0.177203
39660000 -0.174919
39670000 -0.172486
39680000 -0.169976
39690000 -0.167354
39700000 -0.165469
39710000 -0.16221
39720000 -0.159704
39730000 -0.156509
39740000 -0.154883
39750000 -0.151955
39760000 -0.149822
39770000 -0.147352
39780000 -0.144097
39790000 -0.141753
39800000 -0.139214
39810000 -0.136163
39820000 -0.13317
39830000 -0.130687
39840000 -0.128376
39850000 -0.125346
39860000 -0.122865
39870000 -0.119476
39880000 -0.117608
39890000 -0.114727
39900000 -0.112146
39910000 -0.110307
39920000 -0.10751
39930000 -0.104247
39940000 -0.101563
39950000 -0.0984199
39960000 -0.0960156
39970000 -0.0921725
39980000 -0.0912519
39990000 -0.0878247
40000000 -0.085197
40010000 -0.0821949
40020000 -0.0796741
40030000 -0.0765863
40040000 -0.0750424
40050000 -0.0725484
40060000 -0.0712258
40070000 -0.0670803
40080000 -0.0652128
40090000 -0.0633146
40100000 -0.0601166
40110000 -0.0592852
40120000 -0.0561021
40130000 -0.0542096
40140000 -0.0522664
40150000 -0.0506392
40160000 -0.0482003
40170000 -0.0460499
40180000 -0.0444138
40190000 -0.0421396
40200000 -0.0392104
40210000 -0.0387632
40220000 -0.0359002
40230000 -0.0341168
40240000 -0.0330424
40250000 -0.031058
40260000 -0.0293664
40270000 -0.0276155
40280000 -0.0261284
40290000 -0.0243061
40300000 -0.0226733
40310000 -0.0220665
40320000 -0.0212296
40330000 -0.0198881
40340000 -0.0185636
40350000 -0.0165333
40360000 -0.0161224
40370000 -0.0145784
40380000 -0.0142202
40390000 -0.0136341
40400000 -0.0123977
40410000 -0.0110912
40420000 -0.0100199
40430000 -0.00862906
40440000 -0.0082426
40450000 -0.00794878
40460000 -0.00766163
40470000 -0.00708316
40480000 -0.00656766
40490000 -0.00583037
40500000 -0.00508051
40510000 -0.00481432
40520000 -0.00464211
40530000 -0.00408703
40540000 -0.00354496
40550000 -0.00339161
40560000 -0.00284505
40570000 -0.00239062
40580000 -0.00230921
40590000 -0.00221843
40600000 -0.00202733
40610000 -0.00173512
40620000 -0.00154773
40630000 -0.00131299
40640000 -0.00119659
40650000 -0.00117604
40660000 -0.00106239
40670000 -0.000898554
40680000 -0.000686795
40690000 -0.000972093
40700000 -0.000572497
40710000 -0.000817644
40720000 -0.00052449
40730000 -0.000482653
40740000 -0.000479893
40750000 -0.000353872
40760000 -0.000215575
40770000 -0.000399571
40780000 -0.00031459
40790000 -0.000357185
40800000 -0.000167233
40810000 -0.000124773
40820000 -7.97705e-05
40830000 5.2535e-05
40840000 -1.54858e-05
40850000 0.000164656
40860000 0.000150866
40870000 0.000183076
40880000 9.89449e-05
40890000 0.000111941
40900000 0.000223906
40910000 -1.56283e-05
40920000 0.000268758
40930000 0.000268284
40940000 0.000235516
40950000 0.000140304
40960000 0.000444372
40970000 0.000365865
40980000 0.000380162
40990000 0.000534597
41000000 0.000451349
41010000 0.000395932
41020000 0.000424578
41030000 0.000482625
41040000 0.000708805
41050000 0.000586918
41060000 0.000669841
41070000 0.000717609
41080000 0.000862967
41090000 0.000996284
41100000 0.00124834
41110000 0.00139733
41120000 0.00152336
41130000 0.00175535
41140000 0.00213598
41150000 0.00221469
41160000 0.0028308
41170000 0.00282532
41180000 0.00318457
41190000 0.0038376
41200000 0.00423298
41210000 0.00480366
41220000 0.00539667
41230000 0.00584284
41240000 0.00643185
41250000 0.00684517
41260000 0.0079853
41270000 0.00890943
41280000 0.00973917
41290000 0.0105819
41300000 0.0114556
41310000 0.0120122
41320000 0.0133498
41330000 0.0145445
41340000 0.0156457
41350000 0.0167654
41360000 0.0178358
41370000 0.0196019
