# Time-averaged data for fix aveIm
# TimeStep c_Im
85710000 -0.0946337
85720000 -0.09872
85730000 -0.100436
85740000 -0.101253
85750000 -0.10573
85760000 -0.107405
85770000 -0.110583
85780000 -0.112956
85790000 -0.116141
85800000 -0.118725
85810000 -0.121672
85820000 -0.124664
85830000 -0.127807
85840000 -0.130359
85850000 -0.132001
85860000 -0.134487
85870000 -0.138082
85880000 -0.140384
85890000 -0.143909
85900000 -0.146252
85910000 -0.147993
85920000 -0.150147
85930000 -0.153124
85940000 -0.155857
85950000 -0.158652
85960000 -0.161479
85970000 -0.164694
85980000 -0.166434
85990000 -0.169302
86000000 -0.171362
86010000 -0.174171
86020000 -0.177096
86030000 -0.17951
86040000 -0.18179
86050000 -0.18341
86060000 -0.186696
86070000 -0.189174
86080000 -0.191065
86090000 -0.193342
86100000 -0.196381
86110000 -0.199197
86120000 -0.200124
86130000 -0.202671
86140000 -0.205133
86150000 -0.207698
86160000 -0.210088
86170000 -0.212187
86180000 -0.214336
86190000 -0.216264
86200000 -0.218931
86210000 -0.220835
86220000 -0.223534
86230000 -0.225422
86240000 -0.227517
86250000 -0.229169
86260000 -0.231599
86270000 -0.233502
86280000 -0.235618
86290000 -0.237292
86300000 -0.239845
86310000 -0.241926
86320000 -0.243667
86330000 -0.245607
86340000 -0.247005
86350000 -0.249128
86360000 -0.251903
86370000 -0.253328
86380000 -0.255314
86390000 -0.257038
86400000 -0.258936
86410000 -0.260637
86420000 -0.262208
86430000 -0.264257
86440000 -0.266042
86450000 -0.268399
86460000 -0.270331
86470000 -0.271962
86480000 -0.273436
86490000 -0.274923
86500000 -0.276208
86510000 -0.277975
86520000 -0.279663
86530000 -0.281581
86540000 -0.283332
86550000 -0.285018
86560000 -0.28647
86570000 -0.288594
86580000 -0.289394
86590000 -0.290899
86600000 -0.293227
86610000 -0.293955
86620000 -0.295894
86630000 -0.297293
86640000 -0.298885
86650000 -0.300618
86660000 -0.302423
86670000 -0.303283
86680000 -0.304648
86690000 -0.306629
86700000 -0.30775
86710000 -0.30922
86720000 -0.310764
86730000 -0.312039
86740000 -0.313074
86750000 -0.314973
86760000 -0.316304
86770000 -0.317355
86780000 -0.319073
86790000 -0.320042
86800000 -0.321459
86810000 -0.322663
86820000 -0.324018
86830000 -0.325195
86840000 -0.326659
86850000 -0.32791
86860000 -0.329065
86870000 -0.330492
86880000 -0.33118
86890000 -0.332821
86900000 -0.33395
86910000 -0.335311
86920000 -0.33635
86930000 -0.337682
86940000 -0.338666
86950000 -0.339819
86960000 -0.340609
86970000 -0.341869
86980000 -0.342784
86990000 -0.344165
87000000 -0.345307
87010000 -0.345773
87020000 -0.346755
87030000 -0.347771
87040000 -0.349264
87050000 -0.350095
87060000 -0.351779
87070000 -0.35217
87080000 -0.353135
87090000 -0.354241
87100000 -0.354963
87110000 -0.355891
87120000 -0.357092
87130000 -0.357669
87140000 -0.358807
87150000 -0.359576
87160000 -0.360271
87170000 -0.360882
87180000 -0.362181
87190000 -0.363411
87200000 -0.364033
87210000 -0.364879
87220000 -0.365749
87230000 -0.366427
87240000 -0.367281
87250000 -0.368391
87260000 -0.369345
87270000 -0.37038
87280000 -0.370731
87290000 -0.371727
87300000 -0.372346
87310000 -0.372787
87320000 -0.373814
87330000 -0.374137
87340000 -0.374959
87350000 -0.375403
87360000 -0.376094
87370000 -0.376884
87380000 -0.377606
87390000 -0.378415
87400000 -0.379051
87410000 -0.379539
87420000 -0.37985
87430000 -0.380217
87440000 -0.381159
87450000 -0.381277
87460000 -0.382159
87470000 -0.382872
87480000 -0.383064
87490000 -0.384005
87500000 -0.384638
87510000 -0.384998
87520000 -0.385068
87530000 -0.385303
87540000 -0.386188
87550000 -0.38599
87560000 -0.386779
87570000 -0.387623
87580000 -0.387972
87590000 -0.38802
87600000 -0.388961
87610000 -0.389691
87620000 -0.390064
87630000 -0.389842
87640000 -0.389967
87650000 -0.390414
87660000 -0.39054
87670000 -0.391034
87680000 -0.391397
87690000 -0.391577
87700000 -0.39162
87710000 -0.391877
87720000 -0.392376
87730000 -0.392583
87740000 -0.392675
87750000 -0.39284
87760000 -0.39356
87770000 -0.393333
87780000 -0.393393
87790000 -0.393565
87800000 -0.393812
87810000 -0.394221
87820000 -0.394097
87830000 -0.394485
87840000 -0.39429
87850000 -0.394461
87860000 -0.394333
87870000 -0.394529
87880000 -0.394858
87890000 -0.394439
87900000 -0.395172
87910000 -0.395119
87920000 -0.395224
87930000 -0.394765
87940000 -0.395351
87950000 -0.395205
87960000 -0.395162
87970000 -0.394818
87980000 -0.395383
87990000 -0.395296
88000000 -0.395195
88010000 -0.39559
88020000 -0.39525
88030000 -0.394949
88040000 -0.394833
88050000 -0.394716
88060000 -0.394691
88070000 -0.394773
88080000 -0.394691
88090000 -0.394637
88100000 -0.394299
88110000 -0.393864
88120000 -0.39407
88130000 -0.394004
88140000 -0.393671
88150000 -0.393913
88160000 -0.392968
88170000 -0.39275
88180000 -0.392779
88190000 -0.392409
88200000 -0.392649
88210000 -0.392107
88220000 -0.391743
88230000 -0.391554
88240000 -0.391531
88250000 -0.39094
88260000 -0.390543
88270000 -0.390072
88280000 -0.389853
88290000 -0.38935
88300000 -0.388511
88310000 -0.388333
88320000 -0.388176
88330000 -0.388455
88340000 -0.387764
88350000 -0.387293
88360000 -0.386382
88370000 -0.385785
88380000 -0.385023
88390000 -0.385062
88400000 -0.384388
88410000 -0.384006
88420000 -0.383502
88430000 -0.383107
88440000 -0.382927
88450000 -0.382598
88460000 -0.382349
88470000 -0.381858
88480000 -0.381097
88490000 -0.380241
88500000 -0.379803
88510000 -0.379122
88520000 -0.378301
88530000 -0.37812
88540000 -0.377294
88550000 -0.376816
88560000 -0.376083
88570000 -0.375579
88580000 -0.37461
88590000 -0.373787
88600000 -0.373473
88610000 -0.372597
88620000 -0.371348
88630000 -0.371169
88640000 -0.370139
88650000 -0.369632
88660000 -0.368719
88670000 -0.367739
88680000 -0.366773
88690000 -0.365916
88700000 -0.365459
88710000 -0.365168
88720000 -0.364019
88730000 -0.363228
88740000 -0.362073
88750000 -0.361163
88760000 -0.360736
88770000 -0.359714
88780000 -0.359239
88790000 -0.358234
88800000 -0.356862
88810000 -0.356652
88820000 -0.355611
88830000 -0.354388
88840000 -0.353858
88850000 -0.352648
88860000 -0.351761
88870000 -0.351374
88880000 -0.349832
88890000 -0.348481
88900000 -0.347513
88910000 -0.346732
88920000 -0.345852
88930000 -0.344478
88940000 -0.343781
88950000 -0.343146
88960000 -0.341527
88970000 -0.341075
88980000 -0.339412
88990000 -0.338868
89000000 -0.336603
89010000 -0.335576
89020000 -0.334338
89030000 -0.333426
89040000 -0.332649
89050000 -0.331236
89060000 -0.329757
89070000 -0.328904
89080000 -0.327472
89090000 -0.326224
89100000 -0.324912
89110000 -0.324118
89120000 -0.322305
89130000 -0.321323
89140000 -0.319956
89150000 -0.318427
89160000 -0.317779
89170000 -0.316438
89180000 -0.314974
89190000 -0.313416
89200000 -0.312004
89210000 -0.311275
89220000 -0.309118
89230000 -0.307915
89240000 -0.307088
89250000 -0.305269
89260000 -0.303454
89270000 -0.302333
89280000 -0.300277
89290000 -0.299368
89300000 -0.29832
89310000 -0.296395
89320000 -0.295016
89330000 -0.29345
89340000 -0.291874
89350000 -0.290392
89360000 -0.288763
89370000 -0.286878
89380000 -0.285274
89390000 -0.283908
89400000 -0.282481
89410000 -0.280422
89420000 -0.278679
89430000 -0.277292
89440000 -0.275486
89450000 -0.273969
89460000 -0.272649
89470000 -0.270601
89480000 -0.2684
89490000 -0.266756
89500000 -0.264754
89510000 -0.262856
89520000 -0.261897
89530000 -0.259821
89540000 -0.257689
89550000 -0.255614
89560000 -0.254476
89570000 -0.252619
89580000 -0.250141
89590000 -0.249041
89600000 -0.247256
89610000 -0.24488
89620000 -0.243286
89630000 -0.240897
89640000 -0.238829
89650000 -0.236821
89660000 -0.234329
89670000 -0.232986
89680000 -0.230458
89690000 -0.228493
89700000 -0.226679
89710000 -0.224327
89720000 -0.222262
89730000 -0.220362
89740000 -0.217951
89750000 -0.21655
89760000 -0.213278
89770000 -0.211593
89780000 -0.209193
89790000 -0.206333
89800000 -0.204241
89810000 -0.202398
89820000 -0.199591
89830000 -0.198211
89840000 -0.196128
89850000 -0.193566
89860000 -0.191091
89870000 -0.188522
89880000 -0.185771
89890000 -0.183542
89900000 -0.181393
89910000 -0.178533
89920000 -0.176074
89930000 -0.173262
89940000 -0.170476
89950000 -0.168459
89960000 -0.16627
89970000 -0.163775
89980000 -0.161079
89990000 -0.159051
90000000 -0.15551
90010000 -0.152442
90020000 -0.150968
90030000 -0.148711
90040000 -0.145726
90050000 -0.143325
90060000 -0.140925
90070000 -0.136988
90080000 -0.135338
90090000 -0.132163
90100000 -0.129332
90110000 -0.127186
90120000 -0.124661
90130000 -0.122662
90140000 -0.119237
90150000 -0.11529
90160000 -0.11411
90170000 -0.110996
90180000 -0.108067
90190000 -0.105507
90200000 -0.101713
90210000 -0.0998184
90220000 -0.0972886
90230000 -0.0950788
90240000 -0.0915909
90250000 -0.0884122
90260000 -0.0870871
90270000 -0.0845794
90280000 -0.082198
90290000 -0.0801142
90300000 -0.0760336
90310000 -0.0741781
90320000 -0.072199
90330000 -0.0699453
90340000 -0.0670855
90350000 -0.0644292
90360000 -0.0619391
90370000 -0.0599816
90380000 -0.0576839
90390000 -0.0551978
90400000 -0.0531296
90410000 -0.0518241
90420000 -0.0482857
90430000 -0.0462922
90440000 -0.0449462
90450000 -0.0429678
90460000 -0.0402378
90470000 -0.0391354
90480000 -0.0370944
90490000 -0.0349893
90500000 -0.0339348
90510000 -0.0318162
90520000 -0.0310053
90530000 -0.0285124
90540000 -0.0266264
90550000 -0.025806
90560000 -0.0246385
90570000 -0.0225937
90580000 -0.0220295
90590000 -0.0200972
90600000 -0.0188578
90610000 -0.0176002
90620000 -0.0171137
90630000 -0.0156145
90640000 -0.0142358
90650000 -0.0130669
90660000 -0.0123511
90670000 -0.0115739
90680000 -0.0108757
90690000 -0.0102218
90700000 -0.00957108
90710000 -0.00847009
90720000 -0.00770588
90730000 -0.00716326
90740000 -0.00676011
90750000 -0.00608724
90760000 -0.00556534
90770000 -0.00517566
90780000 -0.00495461
90790000 -0.0041124
90800000 -0.0038805
90810000 -0.0034825
90820000 -0.00298862
90830000 -0.00295493
90840000 -0.0024914
90850000 -0.00256826
90860000 -0.00225928
90870000 -0.00192202
90880000 -0.00173145
90890000 -0.00163027
90900000 -0.00139715
90910000 -0.00149631
90920000 -0.00131784
90930000 -0.0011143
90940000 -0.00105944
90950000 -0.000915507
90960000 -0.00102322
90970000 -0.000627045
90980000 -0.000740304
90990000 -0.000585424
91000000 -0.000557185
91010000 -0.000423699
91020000 -0.000505591
91030000 -0.000438273
91040000 -0.000358296
91050000 -0.00020347
91060000 -0.000263329
91070000 -8.69957e-05
91080000 -0.000327375
91090000 -0.000149697
91100000 -0.000109867
91110000 0.000107108
91120000 0.000104941
91130000 4.13027e-05
91140000 0.000129411
91150000 0.000267375
91160000 0.000164727
91170000 0.000207913
91180000 0.000270054
91190000 0.000239527
91200000 0.000484176
91210000 0.000293941
91220000 0.00045255
91230000 0.000328851
91240000 0.000489274
91250000 0.000445112
91260000 0.000523248
91270000 0.000479769
91280000 0.000583299
91290000 0.000475341
91300000 0.000651008
91310000 0.000701774
91320000 0.000708569
91330000 0.00099627
91340000 0.000897729
91350000 0.000944678
91360000 0.00103813
91370000 0.0010733
91380000 0.00124805
91390000 0.00136795
91400000 0.00185303
91410000 0.00203691
91420000 0.00230955
91430000 0.00276562
91440000 0.00298589
91450000 0.00357762
91460000 0.00380465
91470000 0.00438123
91480000 0.0046818
91490000 0.00548085
91500000 0.00633544
91510000 0.00687421
91520000 0.00735586
91530000 0.00810255
91540000 0.00962592
91550000 0.0101065
91560000 0.0112115
91570000 0.0130094
91580000 0.0133951
91590000 0.0137746
91600000 0.0152005
91610000 0.0166167
91620000 0.0181348
91630000 0.0186505
91640000 0.0199133
91650000 0.0213489
91660000 0.0234491
91670000 0.0241283
91680000 0.0260191
91690000 0.0270611
91700000 0.0283272
91710000 0.0302583
91720000 0.0318582
91730000 0.0338641
91740000 0.0356965
91750000 0.037257
91760000 0.0398269
91770000 0.0412613
91780000 0.0431957
91790000 0.0456861
91800000 0.0467708
91810000 0.0498015
91820000 0.0534955
91830000 0.0551312
91840000 0.0568094
91850000 0.0581763
91860000 0.0614653
91870000 0.0625834
91880000 0.0656794
91890000 0.067485
91900000 0.0703005
91910000 0.0728872
91920000 0.075727
91930000 0.0782069
91940000 0.0808172
91950000 0.082524
91960000 0.0853032
91970000 0.0888875
91980000 0.0906254
91990000 0.0929075
92000000 0.0963138
92010000 0.0983155
92020000 0.102253
92030000 0.104114
92040000 0.106697
92050000 0.109761
92060000 0.112751
92070000 0.115467
92080000 0.118042
92090000 0.120714
92100000 0.123487
92110000 0.126271
92120000 0.129268
92130000 0.131608
92140000 0.134405
92150000 0.136041
92160000 0.139359
92170000 0.141539
92180000 0.14444
92190000 0.147904
92200000 0.150417
92210000 0.152841
92220000 0.155766
92230000 0.158179
92240000 0.16133
92250000 0.16339
92260000 0.165482
92270000 0.168843
92280000 0.171454
92290000 0.173426
92300000 0.17599
92310000 0.178409
92320000 0.180535
92330000 0.183113
92340000 0.185641
92350000 0.18827
92360000 0.190499
92370000 0.192911
92380000 0.194664
92390000 0.197243
92400000 0.199902
92410000 0.201987
92420000 0.204498
92430000 0.20657
92440000 0.208548
92450000 0.211026
92460000 0.213752
92470000 0.215823
92480000 0.217478
92490000 0.220599
92500000 0.223081
92510000 0.224311
92520000 0.226434
92530000 0.228684
92540000 0.230073
92550000 0.231759
92560000 0.234799
92570000 0.237598
92580000 0.238246
92590000 0.240748
92600000 0.242994
92610000 0.244812
92620000 0.246084
92630000 0.248453
92640000 0.250636
92650000 0.252852
92660000 0.254614
92670000 0.256274
92680000 0.258115
92690000 0.259714
92700000 0.261934
92710000 0.263403
92720000 0.265389
92730000 0.267135
92740000 0.269159
92750000 0.271034
92760000 0.272285
92770000 0.274724
92780000 0.276231
92790000 0.277218
92800000 0.279066
92810000 0.280967
92820000 0.282753
92830000 0.284227
92840000 0.2854
92850000 0.287283
92860000 0.289413
92870000 0.291094
92880000 0.292476
92890000 0.294079
92900000 0.294999
92910000 0.296913
92920000 0.298388
92930000 0.299825
92940000 0.301251
92950000 0.303459
92960000 0.304373
92970000 0.305894
92980000 0.306816
92990000 0.308667
93000000 0.310124
93010000 0.311879
93020000 0.313026
93030000 0.313598
93040000 0.315621
93050000 0.317081
93060000 0.318532
93070000 0.320122
93080000 0.320935
93090000 0.32249
93100000 0.323565
93110000 0.324841
93120000 0.326063
93130000 0.326937
93140000 0.328639
93150000 0.33023
93160000 0.331104
93170000 0.331853
93180000 0.333433
93190000 0.334664
93200000 0.335763
93210000 0.336806
93220000 0.338007
93230000 0.339121
93240000 0.340373
93250000 0.341886
93260000 0.342789
93270000 0.343582
93280000 0.345093
93290000 0.346047
93300000 0.346899
93310000 0.348191
93320000 0.349209
93330000 0.350292
93340000 0.350967
93350000 0.352554
93360000 0.353568
93370000 0.3548
93380000 0.355768
93390000 0.356367
93400000 0.357268
93410000 0.358042
93420000 0.358695
93430000 0.359747
93440000 0.360775
93450000 0.361637
93460000 0.362415
93470000 0.363273
93480000 0.363773
93490000 0.365089
93500000 0.365697
93510000 0.36622
93520000 0.367443
93530000 0.368284
93540000 0.36912
93550000 0.369744
93560000 0.370198
93570000 0.371025
93580000 0.37204
93590000 0.37248
93600000 0.373248
93610000 0.37417
93620000 0.374893
93630000 0.375139
93640000 0.375755
93650000 0.376327
93660000 0.376766
93670000 0.377478
93680000 0.378172
93690000 0.378743
93700000 0.37977
93710000 0.380173
93720000 0.38059
93730000 0.380474
93740000 0.381622
93750000 0.382115
93760000 0.382577
93770000 0.383356
93780000 0.383485
93790000 0.384227
93800000 0.384992
93810000 0.385252
93820000 0.385585
93830000 0.386099
93840000 0.386385
93850000 0.387237
93860000 0.387492
93870000 0.387871
93880000 0.388102
93890000 0.388927
93900000 0.388946
93910000 0.389566
93920000 0.38956
93930000 0.389986
93940000 0.390172
93950000 0.390647
93960000 0.391339
93970000 0.391556
93980000 0.392131
93990000 0.391999
94000000 0.392405
94010000 0.39224
94020000 0.392293
94030000 0.393073
94040000 0.393206
94050000 0.393581
94060000 0.393859
94070000 0.393515
94080000 0.39389
94090000 0.393743
94100000 0.393764
94110000 0.394269
94120000 0.394837
94130000 0.394814
94140000 0.394775
94150000 0.394878
94160000 0.394668
94170000 0.394256
94180000 0.394273
94190000 0.394575
94200000 0.394955
94210000 0.395021
94220000 0.394674
94230000 0.394858
94240000 0.394691
94250000 0.394855
94260000 0.394662
94270000 0.394511
94280000 0.394152
94290000 0.394048
94300000 0.394016
94310000 0.394146
94320000 0.39414
94330000 0.393771
94340000 0.393405
94350000 0.3926
94360000 0.39229
94370000 0.392687
94380000 0.392515
94390000 0.392623
94400000 0.39268
94410000 0.392442
94420000 0.392877
94430000 0.392199
94440000 0.392458
94450000 0.392295
94460000 0.392015
94470000 0.391393
94480000 0.391391
94490000 0.3907
94500000 0.390478
94510000 0.389885
94520000 0.390104
94530000 0.389849
94540000 0.388948
94550000 0.388751
94560000 0.388418
94570000 0.387689
94580000 0.387851
94590000 0.387783
94600000 0.387116
94610000 0.386716
94620000 0.386228
94630000 0.385829
94640000 0.385079
94650000 0.384908
94660000 0.384479
94670000 0.384157
94680000 0.383221
94690000 0.382836
94700000 0.382401
94710000 0.381976
94720000 0.381295
94730000 0.380941
94740000 0.380389
94750000 0.379943
94760000 0.379149
94770000 0.379061
94780000 0.378263
94790000 0.377716
94800000 0.376692
94810000 0.376142
94820000 0.375583
94830000 0.375221
94840000 0.374815
94850000 0.374011
94860000 0.373546
94870000 0.372553
94880000 0.372178
94890000 0.371499
94900000 0.370981
94910000 0.370015
94920000 0.368924
94930000 0.368413
94940000 0.367839
94950000 0.36689
94960000 0.366094
94970000 0.365532
94980000 0.364817
94990000 0.36436
95000000 0.363673
95010000 0.363204
95020000 0.361821
95030000 0.360888
95040000 0.360347
95050000 0.35936
95060000 0.359119
95070000 0.358087
95080000 0.357106
95090000 0.355818
95100000 0.354652
95110000 0.3545
95120000 0.353839
95130000 0.35283
95140000 0.351727
95150000 0.350897
95160000 0.350168
95170000 0.348936
95180000 0.347241
95190000 0.346588
95200000 0.345731
95210000 0.345087
95220000 0.344138
95230000 0.342705
95240000 0.342213
95250000 0.340723
95260000 0.339663
95270000 0.338612
95280000 0.337445
95290000 0.336364
95300000 0.335033
95310000 0.333715
95320000 0.3325
95330000 0.331678
95340000 0.330243
95350000 0.329279
95360000 0.328089
95370000 0.326573
95380000 0.325487
95390000 0.324402
95400000 0.322996
95410000 0.321304
95420000 0.320496
95430000 0.31872
95440000 0.317987
95450000 0.316362
95460000 0.314978
95470000 0.313678
95480000 0.312507
95490000 0.311415
95500000 0.309836
95510000 0.308341
95520000 0.30704
95530000 0.305676
95540000 0.304189
95550000 0.302486
95560000 0.301023
95570000 0.299796
95580000 0.298845
95590000 0.296909
95600000 0.295061
95610000 0.294006
95620000 0.292691
95630000 0.290795
95640000 0.289197
95650000 0.287377
95660000 0.286172
95670000 0.284181
95680000 0.282468
95690000 0.281436
95700000 0.278806
95710000 0.277698
95720000 0.275911
95730000 0.273819
95740000 0.27259
95750000 0.270985
95760000 0.269068
95770000 0.267455
95780000 0.265841
95790000 0.263927
95800000 0.262306
95810000 0.260429
95820000 0.258311
95830000 0.257011
95840000 0.254515
95850000 0.253189
95860000 0.252257
95870000 0.249141
95880000 0.246599
95890000 0.245395
95900000 0.24377
95910000 0.241445
95920000 0.239241
95930000 0.237172
95940000 0.235855
95950000 0.233671
95960000 0.231137
95970000 0.229208
95980000 0.227843
95990000 0.225103
96000000 0.222867
96010000 0.22071
96020000 0.218868
96030000 0.216459
96040000 0.214647
96050000 0.213026
96060000 0.210304
96070000 0.208158
96080000 0.206234
96090000 0.202982
96100000 0.201113
96110000 0.199171
96120000 0.196539
96130000 0.194417
96140000 0.191562
96150000 0.188575
96160000 0.186643
96170000 0.183912
96180000 0.181554
96190000 0.179471
96200000 0.177511
96210000 0.174302
96220000 0.172846
96230000 0.168898
96240000 0.166762
96250000 0.164405
96260000 0.162506
96270000 0.15934
96280000 0.155918
96290000 0.153685
96300000 0.151631
96310000 0.14828
96320000 0.145697
96330000 0.143045
96340000 0.140594
96350000 0.138054
96360000 0.135891
96370000 0.132381
96380000 0.130367
96390000 0.126858
96400000 0.125717
96410000 0.1225
96420000 0.119102
96430000 0.11715
96440000 0.114668
96450000 0.111487
96460000 0.108219
96470000 0.106037
96480000 0.103445
96490000 0.100205
96500000 0.0974341
96510000 0.0956391
96520000 0.0928618
96530000 0.0908774
96540000 0.0878861
96550000 0.0841876
96560000 0.0828155
96570000 0.0807497
96580000 0.0777568
96590000 0.0756726
96600000 0.0734262
96610000 0.0696206
96620000 0.0674093
96630000 0.065122
96640000 0.0620541
96650000 0.0610762
96660000 0.0588796
96670000 0.055531
96680000 0.0531344
96690000 0.0511369
96700000 0.0494678
96710000 0.0479345
96720000 0.045345
96730000 0.0432102
96740000 0.0408935
96750000 0.040637
96760000 0.037836
96770000 0.0352005
96780000 0.0329978
96790000 0.0317954
96800000 0.0303666
96810000 0.0284492
96820000 0.027214
96830000 0.0262837
96840000 0.0247148
96850000 0.0233115
96860000 0.02201
96870000 0.0208415
96880000 0.0196392
96890000 0.0184816
96900000 0.0167814
96910000 0.0155365
96920000 0.014756
96930000 0.0136868
96940000 0.0125266
96950000 0.0118146
96960000 0.0105075
96970000 0.0100301
96980000 0.00913036
96990000 0.00884176
97000000 0.00799139
97010000 0.00727015
97020000 0.0064378
97030000 0.00594039
97040000 0.0056276
97050000 0.00514902
97060000 0.00470646
97070000 0.00424523
97080000 0.00394937
97090000 0.00364035
97100000 0.00349786
97110000 0.00302954
97120000 0.00272767
97130000 0.00259757
97140000 0.00221564
97150000 0.00205118
97160000 0.00179399
97170000 0.00150745
97180000 0.00147982
97190000 0.00155738
97200000 0.00140156
97210000 0.000999787
97220000 0.000976445
97230000 0.0010514
97240000 0.000860976
97250000 0.000658659
97260000 0.000855904
97270000 0.0004234
97280000 0.000587803
97290000 0.000497464
97300000 0.000450322
97310000 0.00019996
97320000 0.000315505
97330000 0.000184356
97340000 0.00022043
97350000 0.000157321
97360000 0.000142149
97370000 0.000361024
97380000 5.90855e-05
97390000 -1.85912e-05
97400000 -9.53082e-05
97410000 -5.93216e-05
97420000 -5.3717e-05
97430000 -4.24891e-05
97440000 -6.7196e-05
97450000 -0.000164383
97460000 -0.000257471
97470000 -0.000276969
97480000 -0.000263171
97490000 -0.000145892
97500000 -0.000389725
97510000 -0.00034493
97520000 -0.00051686
97530000 -0.000426333
97540000 -0.000411578
97550000 -0.000497109
97560000 -0.0005087
97570000 -0.000573389
97580000 -0.000687686
97590000 -0.000564536
97600000 -0.000524843
97610000 -0.000779812
97620000 -0.000733961
97630000 -0.000907805
97640000 -0.000795488
97650000 -0.00117765
97660000 -0.00122025
97670000 -0.00160165
97680000 -0.00171455
97690000 -0.00176998
97700000 -0.0021495
97710000 -0.00253774
97720000 -0.00273302
97730000 -0.00317453
97740000 -0.00337667
97750000 -0.00392289
97760000 -0.00465942
97770000 -0.00541706
97780000 -0.00624197
97790000 -0.00673631
97800000 -0.00750787
97810000 -0.00808476
97820000 -0.00856776
97830000 -0.010118
97840000 -0.01024
97850000 -0.0109016
97860000 -0.0125297
97870000 -0.0131425
97880000 -0.0135075
97890000 -0.0152717
97900000 -0.0167928
97910000 -0.0180257
97920000 -0.0191639
97930000 -0.021092
97940000 -0.0217131
97950000 -0.0234856
97960000 -0.0248487
97970000 -0.0268776
97980000 -0.0286577
97990000 -0.0293407
98000000 -0.0314109
98010000 -0.0332119
98020000 -0.0353284
98030000 -0.0376386
98040000 -0.0394073
98050000 -0.0405006
98060000 -0.0423512
98070000 -0.044206
98080000 -0.0456681
98090000 -0.0487323
98100000 -0.0515439
98110000 -0.0532723
98120000 -0.0555715
98130000 -0.058217
98140000 -0.060183
98150000 -0.0628844
98160000 -0.0651436
98170000 -0.0671199
98180000 -0.0702551
98190000 -0.0719508
98200000 -0.0740748
98210000 -0.0776821
98220000 -0.0801683
98230000 -0.0822568
98240000 -0.0850423
98250000 -0.0875995
98260000 -0.0909913
98270000 -0.0932207
98280000 -0.0955937
98290000 -0.0985545
98300000 -0.101133
98310000 -0.102724
98320000 -0.1052
98330000 -0.108599
98340000 -0.111446
98350000 -0.115045
98360000 -0.116491
98370000 -0.119842
98380000 -0.122785
98390000 -0.125094
98400000 -0.127545
98410000 -0.130564
98420000 -0.133066
98430000 -0.136759
98440000 -0.138857
98450000 -0.141618
98460000 -0.14443
98470000 -0.1465
98480000 -0.149915
98490000 -0.151624
98500000 -0.154162
98510000 -0.156698
98520000 -0.159894
98530000 -0.162319
98540000 -0.165535
98550000 -0.167839
98560000 -0.170108
98570000 -0.172388
98580000 -0.174809
98590000 -0.177269
98600000 -0.179897
98610000 -0.181449
98620000 -0.184927
98630000 -0.186938
98640000 -0.189517
98650000 -0.192814
98660000 -0.194264
98670000 -0.197207
98680000 -0.199148
98690000 -0.201307
98700000 -0.20415
98710000 -0.206111
98720000 -0.209113
98730000 -0.210669
98740000 -0.212602
98750000 -0.214817
98760000 -0.217222
98770000 -0.219779
98780000 -0.221153
98790000 -0.223873
98800000 -0.225698
98810000 -0.227408
98820000 -0.229154
98830000 -0.231612
98840000 -0.234751
98850000 -0.235284
98860000 -0.238128
98870000 -0.240727
98880000 -0.242097
98890000 -0.244237
98900000 -0.246599
98910000 -0.248173
98920000 -0.250354
98930000 -0.252096
98940000 -0.253636
98950000 -0.255499
98960000 -0.257532
98970000 -0.259227
98980000 -0.261508
98990000 -0.263171
99000000 -0.265029
99010000 -0.266946
99020000 -0.268041
99030000 -0.270021
99040000 -0.271284
99050000 -0.273564
99060000 -0.275725
99070000 -0.277437
99080000 -0.2791
99090000 -0.280612
99100000 -0.282533
99110000 -0.283775
99120000 -0.285483
99130000 -0.286882
99140000 -0.288776
99150000 -0.29045
99160000 -0.291429
99170000 -0.293783
99180000 -0.295289
99190000 -0.296463
99200000 -0.297923
99210000 -0.29967
99220000 -0.300602
99230000 -0.302094
99240000 -0.304511
99250000 -0.305712
99260000 -0.307057
99270000 -0.308198
99280000 -0.309894
99290000 -0.311023
99300000 -0.312446
99310000 -0.313601
99320000 -0.315277
99330000 -0.315938
99340000 -0.317902
99350000 -0.318997
99360000 -0.320462
99370000 -0.322048
99380000 -0.322644
99390000 -0.323637
99400000 -0.325578
99410000 -0.327056
99420000 -0.328352
99430000 -0.329696
99440000 -0.33081
99450000 -0.331879
99460000 -0.333291
99470000 -0.334318
99480000 -0.335795
99490000 -0.336865
99500000 -0.337465
99510000 -0.339554
99520000 -0.340152
99530000 -0.341017
99540000 -0.342649
99550000 -0.343474
99560000 -0.34447
99570000 -0.345278
99580000 -0.346435
99590000 -0.347865
99600000 -0.348908
99610000 -0.349778
99620000 -0.350561
99630000 -0.352439
99640000 -0.352951
99650000 -0.353537
99660000 -0.354967
99670000 -0.355232
99680000 -0.356576
99690000 -0.357394
99700000 -0.3588
99710000 -0.359235
99720000 -0.360718
99730000 -0.361627
99740000 -0.362211
99750000 -0.362737
99760000 -0.363871
99770000 -0.364521
99780000 -0.365493
99790000 -0.365981
99800000 -0.366568
99810000 -0.367184
99820000 -0.368448
99830000 -0.369053
99840000 -0.369408
99850000 -0.370781
99860000 -0.371211
99870000 -0.371824
99880000 -0.373003
99890000 -0.373114
99900000 -0.373951
99910000 -0.374555
99920000 -0.375671
99930000 -0.376374
99940000 -0.376717
